Station_Code,Station_Name,Short,Medium,Long,Total_Distinct_Trains,Pct_Short,Pct_Medium,Pct_Long
CRJ,CHITTARANJAN,4,12,74,90,4.4,13.3,82.2
GY,GOOTY JN.,6,6,77,89,6.7,6.7,86.5
GGN,GURGAON,1,28,60,89,1.1,31.5,67.4
PGW,PHAGWARA JN.,3,9,77,89,3.4,10.1,86.5
BHP,BOLPUR,1,23,65,89,1.1,25.8,73.0
DHD,DAHOD,1,10,77,88,1.1,11.4,87.5
BZU,BETUL,10,8,70,88,11.4,9.1,79.5
MURI,MURI,4,4,79,87,4.6,4.6,90.8
RNC,RANCHI,5,11,71,87,5.7,12.6,81.6
BOP,BHOGPUR,0,84,3,87,0.0,96.6,3.4
DEOS,DEORIA SADAR,6,9,72,87,6.9,10.3,82.8
MRJ,MIRAJ JN.,6,10,70,86,7.0,11.6,81.4
NACC,NEW ALIPUR (,64,21,0,85,75.3,24.7,0.0
RK,ROORKEE,5,7,73,85,5.9,8.2,85.9
NVS,NAVSARI,4,6,75,85,4.7,7.1,88.2
FUT,FATUHA,3,18,64,85,3.5,21.2,75.3
NFK,NEW FARAKKA,0,7,78,85,0.0,8.2,91.8
TO,TIRUVALANGAD,3,82,0,85,3.5,96.5,0.0
ATP,ANANTAPUR,8,2,74,84,9.5,2.4,88.1
BYT,BHATAPARA,6,13,65,84,7.1,15.5,77.4
GR,GULBARGA,7,12,65,84,8.3,14.3,77.4
SSB,SHAKUR BASTI,9,40,35,84,10.7,47.6,41.7
TDD,TADEPALLI GU,1,12,71,84,1.2,14.3,84.5
KKDE,KURUKSHETRA,8,16,60,84,9.5,19.0,71.4
PPI,PIPARIYA,3,8,72,83,3.6,9.6,86.7
KQR,KODERMA,2,15,66,83,2.4,18.1,79.5
LKF,LAKE GARDENS,64,19,0,83,77.1,22.9,0.0
HW,HARIDWAR JN,10,7,66,83,12.0,8.4,79.5
KGQ,KASARAGOD,6,9,68,83,7.2,10.8,81.9
TLG,TOLLY GANJ,64,19,0,83,77.1,22.9,0.0
RPJ,RAJPURA JN.,2,8,73,83,2.4,9.6,88.0
FD,FAIZABAD JN.,5,11,66,82,6.1,13.4,80.5
RDM,RAMGUNDAM,7,10,65,82,8.5,12.2,79.3
CD,CHANDRAPUR (,7,11,64,82,8.5,13.4,78.0
PBN,PARBHANI JN.,3,10,69,82,3.7,12.2,84.1
DOS,DEHRI-ON-SON,0,12,70,82,0.0,14.6,85.4
SSM,SASARAM,0,11,71,82,0.0,13.4,86.6
MJF,MALKAJGIRI,18,20,44,82,22.0,24.4,53.7
BTI,BATHINDA JN,1,19,62,82,1.2,23.2,75.6
DEE,DELHI-SARAI,1,25,55,81,1.2,30.9,67.9
RBL,RAE BARELI J,5,11,65,81,6.2,13.6,80.2
LKPR,LAKSHMIKANTA,28,53,0,81,34.6,65.4,0.0
TIR,TIRUR,4,9,67,80,5.0,11.2,83.8
AZ,AZIMGANJ JN.,2,35,43,80,2.5,43.8,53.8
TK,TUMKUR,2,10,68,80,2.5,12.5,85.0
WCN,WIMCO NAGAR,6,73,0,79,7.6,92.4,0.0
FA,FALNA,8,8,63,79,10.1,10.1,79.7
KPG,KOPARGAON,1,7,71,79,1.3,8.9,89.9
UDL,ANDAL JN.,2,40,37,79,2.5,50.6,46.8
KAVM,KATHIVAKKAM,6,73,0,79,7.6,92.4,0.0
TEN,TIRUNELVELI,1,21,57,79,1.3,26.6,72.2
KDV,KHADAVALI,76,0,2,78,97.4,0.0,2.6
ABY,AMBIVLI,75,1,2,78,96.2,1.3,2.6
SHAD,SHAHAD,75,1,2,78,96.2,1.3,2.6
BGP,BHAGALPUR,1,19,58,78,1.3,24.4,74.4
KNJ,KRISHNA NAGA,10,50,18,78,12.8,64.1,23.1
LKR,LUCKEESARAI,5,4,69,78,6.4,5.1,88.5
MAJN,MANGALORE JN,8,10,60,78,10.3,12.8,76.9
VSD,VASIND,76,0,2,78,97.4,0.0,2.6
PRR,PURULIA JN.,5,17,56,78,6.4,21.8,71.8
APB,ANUPPAMBATTU,5,73,0,78,6.4,93.6,0.0
BQA,BANKURA,5,22,51,78,6.4,28.2,65.4
ASO,ASANGAON,76,0,2,78,97.4,0.0,2.6
CKP,CHAKARADHARP,9,14,55,78,11.5,17.9,70.5
LRJ,LAKSAR JN.,3,2,72,77,3.9,2.6,93.5
MZP,MIRZAPUR,6,10,61,77,7.8,13.0,79.2
WADI,WADI JN.,7,7,63,77,9.1,9.1,81.8
GDA,GODHRA JN.,1,16,60,77,1.3,20.8,77.9
RC,RAICHUR,7,8,61,76,9.2,10.5,80.3
MYS,MYSORE JN.,4,22,50,76,5.3,28.9,65.8
BUI,BALLIA,3,5,68,76,3.9,6.6,89.5
NPKM,NANDIYAMBAKK,5,71,0,76,6.6,93.4,0.0
ARJ,AUNRIHAR JN.,3,9,64,76,3.9,11.8,84.2
NRL,NERAL,71,2,3,76,93.4,2.6,3.9
TRT,TIRUTTANI,7,45,23,75,9.3,60.0,30.7
DKZ,DELHI-KISHAN,3,43,29,75,4.0,57.3,38.7
MSL,MACHHALANDAP,9,66,0,75,12.0,88.0,0.0
RNG,RANI GANJ,3,30,42,75,4.0,40.0,56.0
BALU,BALUGAN,3,15,57,75,4.0,20.0,76.0
GBG,GOBARDANGA,9,66,0,75,12.0,88.0,0.0
MTC,MEERUT CITY,3,12,60,75,4.0,16.0,80.0
SPE,SULLURUPETTA,2,41,31,74,2.7,55.4,41.9
YJUD,YAMUNANAGER,2,10,62,74,2.7,13.5,83.8
SNT,SAINTHIA JN.,1,28,45,74,1.4,37.8,60.8
SBP,SAMBALPUR JN,5,7,62,74,6.8,9.5,83.8
SGO,SAUGOR,3,6,65,74,4.1,8.1,87.8
BTT,BHATNI JN.,9,12,53,74,12.2,16.2,71.6
MUR,MANKAPUR JN.,8,8,57,73,11.0,11.0,78.1
ETW,ETAWAH,6,10,57,73,8.2,13.7,78.1
VGI,VANGANI,71,2,0,73,97.3,2.7,0.0
BVS,BHIVPURI ROA,71,2,0,73,97.3,2.7,0.0
RRB,BIRUR JN.,3,5,65,73,4.1,6.8,89.0
KQU,KAMARKUNDU J,8,61,4,73,11.0,83.6,5.5
DHNE,DHONE JN,4,6,63,73,5.5,8.2,86.3
NZB,NIZAMABAD,5,11,57,73,6.8,15.1,78.1
PDA,PUNDOOAH,10,57,6,73,13.7,78.1,8.2
BGS,BEGU SARAI,6,15,52,73,8.2,20.5,71.2
CPH,CHAMPA JN.,5,16,51,72,6.9,22.2,70.8
HRI,HARDOI,3,2,67,72,4.2,2.8,93.1
NDD,NIDADAVOLU J,1,19,52,72,1.4,26.4,72.2
BARH,BARH,3,8,61,72,4.2,11.1,84.7
APR,ANUPPUR JN.,6,8,58,72,8.3,11.1,80.6
AKP,ANAKAPALLE,1,7,64,72,1.4,9.7,88.9
NU,NARSINGHPUR,3,7,62,72,4.2,9.7,86.1
TAK,TARAKESHWAR,13,59,0,72,18.1,81.9,0.0
HPU,HAPUR JN.,2,12,57,71,2.8,16.9,80.3
BHS,VIDISHA,2,5,64,71,2.8,7.0,90.1
MVLK,MAVELIKARA,2,11,58,71,2.8,15.5,81.7
NOQ,NEW ALIPURDU,3,6,62,71,4.2,8.5,87.3
MBNR,MAHBUBNAGAR,5,9,57,71,7.0,12.7,80.3
PBH,PARTAPGARH J,1,8,62,71,1.4,11.3,87.3
JOX,JANAI ROAD,14,57,0,71,19.7,80.3,0.0
RJN,RAJNANDGAON,1,12,58,71,1.4,16.9,81.7
MKP,MANIKPUR JN.,2,17,52,71,2.8,23.9,73.2
WKR,WANKANER,11,6,53,70,15.7,8.6,75.7
VPT,VIRUDUNAGAR,0,9,61,70,0.0,12.9,87.1
JIND,JIND JN,5,18,47,70,7.1,25.7,67.1
LAR,LALITPUR,6,10,54,70,8.6,14.3,77.1
BRPA,BARUI PARA,14,56,0,70,20.0,80.0,0.0
NDB,NANDURBAR,1,5,64,70,1.4,7.1,91.4
GBRA,GOBRA,14,56,0,70,20.0,80.0,0.0
TLY,THALASSERY,5,6,59,70,7.1,8.6,84.3
MUG,MAGRA,10,56,4,70,14.3,80.0,5.7
BPAE,BEGAMPUR,14,56,0,70,20.0,80.0,0.0
SLN,SULTANPUR JN,2,15,53,70,2.9,21.4,75.7
NPMR,NARAYAN PAKU,0,69,1,70,0.0,98.6,1.4
DWX,DEWAS,6,10,53,69,8.7,14.5,76.8
KOJ,KOKRAJHAR,2,7,60,69,2.9,10.1,87.0
GDV,GUDIVADA JN.,7,25,37,69,10.1,36.2,53.6
SIU,SINGUR,10,59,0,69,14.5,85.5,0.0
PKR,PAKUR,1,13,55,69,1.4,18.8,79.7
KQD,KHAIRATABAD,58,2,9,69,84.1,2.9,13.0
DEA,DIARA,10,59,0,69,14.5,85.5,0.0
NDGJ,NANDAIGAJAN,0,68,1,69,0.0,98.6,1.4
KLD,KHALILABAD,3,5,61,69,4.3,7.2,88.4
BVH,BALLABGARH,4,36,29,69,5.8,52.2,42.0
NSF,NASIBPUR,10,59,0,69,14.5,85.5,0.0
AWB,AURANGABAD,2,10,56,68,2.9,14.7,82.4
SJVP,SANJIVAIAH P,40,28,0,68,58.8,41.2,0.0
ALLP,ALLEPPEY,5,16,47,68,7.4,23.5,69.1
UD,UDUPI,7,5,56,68,10.3,7.4,82.4
DMO,DAMOH,3,6,59,68,4.4,8.8,86.8
MKU,MALKAPUR,4,3,61,68,5.9,4.4,89.7
TIG,TITLA GARH J,2,4,62,68,2.9,5.9,91.2
NDAE,NABADWIP DHA,0,36,32,68,0.0,52.9,47.1
JET,JAMES STREET,40,28,0,68,58.8,41.2,0.0
BOR,BOISAR,9,14,45,68,13.2,20.6,66.2
TJ,THANJAVUR JN,5,24,39,68,7.4,35.3,57.4
SEGM,SEWAGRAM,5,5,57,67,7.5,7.5,85.1
TKNR,THAKURNAGAR,7,60,0,67,10.4,89.6,0.0
J,JALNA,2,10,55,67,3.0,14.9,82.1
KUN,KARNAL,0,11,56,67,0.0,16.4,83.6
KHN,KHANYAN,10,56,1,67,14.9,83.6,1.5
MUE,MUDKHED JN.,3,10,54,67,4.5,14.9,80.6
MYM,MEMARI,8,55,4,67,11.9,82.1,6.0
KRNT,KURNOOL TOWN,4,7,56,67,6.0,10.4,83.6
MAU,MAU JN.,0,4,63,67,0.0,6.0,94.0
KRR,KARUR JN.,2,15,50,67,3.0,22.4,74.6
BZL,BELA NAGAR,10,56,0,66,15.2,84.8,0.0
JNU,JAUNPUR JN.,4,11,51,66,6.1,16.7,77.3
ORAI,ORAI,6,11,49,66,9.1,16.7,74.2
PAR,PANDHURNA,6,5,55,66,9.1,7.6,83.3
BOI,BAINCHI,8,55,3,66,12.1,83.3,4.5
SIR,SIRHIND JN.,0,8,58,66,0.0,12.1,87.9
SNP,SONIPAT,1,21,44,66,1.5,31.8,66.7
HUP,HINDUPUR,6,4,56,66,9.1,6.1,84.8
CDG,CHANDIGARH,1,13,52,66,1.5,19.7,78.8
KWV,KURDUVADI JN,2,6,58,66,3.0,9.1,87.9
FZR,FIROZPUR CAN,0,39,27,66,0.0,59.1,40.9
SVJR,SHIVAJINAGAR,19,32,15,66,28.8,48.5,22.7
BKSC,BOKARO STEEL,4,8,54,66,6.1,12.1,81.8
BPP,BAPATIA,3,9,53,65,4.6,13.8,81.5
TLO,TALANDU,10,54,1,65,15.4,83.1,1.5
NBD,NAJIBABAD JN,11,5,49,65,16.9,7.7,75.4
KQLS,KAMARKUNDU H,6,59,0,65,9.2,90.8,0.0
MNE,MANSI JN.,2,13,50,65,3.1,20.0,76.9
MLYA,MALIYA,6,59,0,65,9.2,90.8,0.0
BKN,BIKANER JN.,2,10,53,65,3.1,15.4,81.5
BKI,BANDIKUI JN.,5,15,45,65,7.7,23.1,69.2
HPL,HARI PAL,6,59,0,65,9.2,90.8,0.0
VRI,VRIDHA CHALA,0,7,58,65,0.0,10.8,89.2
DVG,DAVANGERE,2,6,57,65,3.1,9.2,87.7
COR,CHITTAURGARH,0,9,56,65,0.0,13.8,86.2
ADST,ADI SAPTAGRA,10,54,1,65,15.4,83.1,1.5
CDP,CHANDPARA,7,58,0,65,10.8,89.2,0.0
NKL,NALIKUL,6,59,0,65,9.2,90.8,0.0
DAKE,DAKHINESWAR,47,1,16,64,73.4,1.6,25.0
BLAE,BALARAMBATI,8,56,0,64,12.5,87.5,0.0
SJP,SHUJALPUR,3,7,54,64,4.7,10.9,84.4
CCH,CHINCHVAD,19,29,16,64,29.7,45.3,25.0
CDAE,CHANDANPUR,8,56,0,64,12.5,87.5,0.0
DWR,DHARWAD,6,5,53,64,9.4,7.8,82.8
BBU,BHABUA ROAD,0,6,58,64,0.0,9.4,90.6
SDL,SHAHDOL,6,5,53,64,9.4,7.8,82.8
KSG,KISHANGARH,1,13,50,64,1.6,20.3,78.1
KTHU,KATHUA,5,3,56,64,7.8,4.7,87.5
MBE,MIRZAPUR BAN,8,56,0,64,12.5,87.5,0.0
MALM,MANTHRALAYAM,7,6,51,64,10.9,9.4,79.7
LMG,LUMDING JN.,1,3,60,64,1.6,4.7,93.8
BRYA,BARHIYA,5,4,55,64,7.8,6.2,85.9
PWL,PALWAL,4,35,25,64,6.2,54.7,39.1
DUI,DHURI JN.,3,7,53,63,4.8,11.1,84.1
HAPA,HAPA,2,6,55,63,3.2,9.5,87.3
AWR,ALWAR JN.,0,11,52,63,0.0,17.5,82.5
ANG,AHMADNAGAR,2,2,59,63,3.2,3.2,93.7
MV,MAYILADUTURA,4,22,37,63,6.3,34.9,58.7
NCJ,NAGERCOIL JN,2,10,51,63,3.2,15.9,81.0
SHG,SHAHGANJ JN.,4,2,57,63,6.3,3.2,90.5
LOK,LOKNATH,4,59,0,63,6.3,93.7,0.0
MAN,MANINAGAR,2,22,39,63,3.2,34.9,61.9
MDSE,MADHUSUDANPU,8,55,0,63,12.7,87.3,0.0
KKAE,KAIKALA,4,59,0,63,6.3,93.7,0.0
BAHW,BAHIR KHANDA,4,59,0,63,6.3,93.7,0.0
DBP,DEBIPUR,8,54,0,62,12.9,87.1,0.0
MCI,MANCHIRYAL,1,6,55,62,1.6,9.7,88.7
BGB,BUDGE BUDGE,56,6,0,62,90.3,9.7,0.0
SNHT,SANHATI,4,58,0,62,6.5,93.5,0.0
BRJ,BRACE BRIDGE,56,6,0,62,90.3,9.7,0.0
SSP,SANTOSH PUR,56,6,0,62,90.3,9.7,0.0
AHA,ABHAIPUR,6,7,49,62,9.7,11.3,79.0
AKRA,AKRA,56,6,0,62,90.3,9.7,0.0
BCK,BALICHAK,0,52,10,62,0.0,83.9,16.1
SLG,SIMLAGARH,8,54,0,62,12.9,87.1,0.0
BGF,BAGILA,8,54,0,62,12.9,87.1,0.0
KK,KHADKI,20,31,11,62,32.3,50.0,17.7
BCGM,BAINCHI GRAM,8,54,0,62,12.9,87.1,0.0
KAWR,KAWR,7,9,46,62,11.3,14.5,74.2
NAI,NANGI,56,6,0,62,90.3,9.7,0.0
RMU,RAMPUR,2,3,56,61,3.3,4.9,91.8
MYR,MAIHAR,4,4,53,61,6.6,6.6,86.9
RKM,RAJA-KI-MAND,6,12,43,61,9.8,19.7,70.5
DSB,SADAR BAZAR,9,37,15,61,14.8,60.7,24.6
MKC,MAKSI JN,3,6,52,61,4.9,9.8,85.2
BDYP,BIDYADHARPUR,55,5,0,60,91.7,8.3,0.0
DNA,DEGANA JN.,6,2,52,60,10.0,3.3,86.7
VKB,VIKRABAD JN.,2,11,47,60,3.3,18.3,78.3
GUNA,GUNA,3,10,47,60,5.0,16.7,78.3
BDJ,VADAKARA,2,4,54,60,3.3,6.7,90.0
KLKR,KALIKAPUR,55,5,0,60,91.7,8.3,0.0
CHT,CHAMPAHATI,55,5,0,60,91.7,8.3,0.0
GCT,GHAZIPUR CIT,3,6,50,59,5.1,10.2,84.7
BGZ,BAHADURGARH,3,21,35,59,5.1,35.6,59.3
GOF,GHUTIARI SHA,54,5,0,59,91.5,8.5,0.0
KMC,KAMAREDDI,3,8,48,59,5.1,13.6,81.4
TGN,TALEGAON,19,27,12,58,32.8,46.6,20.7
RGDA,RAYAGADA JN.,1,6,51,58,1.7,10.3,87.9
MABD,MAHBUBABAD,2,7,49,58,3.4,12.1,84.5
DLN,DILDARNAGAR,9,9,40,58,15.5,15.5,69.0
RIG,RAIGARH,6,10,42,58,10.3,17.2,72.4
CG,CANNING,54,4,0,58,93.1,6.9,0.0
NLRD,NECKLACE ROA,58,0,0,58,100.0,0.0,0.0
UBC,AMBALA CITY,2,8,48,58,3.4,13.8,82.8
TLX,TALDI,54,4,0,58,93.1,6.9,0.0
AF,AGRA  FORT,4,7,47,58,6.9,12.1,81.0
HAUR,HAUR,0,51,7,58,0.0,87.9,12.1
LKPL,LAKDI KA PUL,58,0,0,58,100.0,0.0,0.0
AY,AYODHYA,8,5,45,58,13.8,8.6,77.6
HD,HARDA,0,4,54,58,0.0,6.9,93.1
VR,VIRAR,20,15,22,57,35.1,26.3,38.6
PLF,PIALI,52,5,0,57,91.2,8.8,0.0
GRAE,GURAP,0,57,0,57,0.0,100.0,0.0
HSR,HISAR JN,2,3,52,57,3.5,5.3,91.2
MOZ,MUZAFFARNAGA,2,5,50,57,3.5,8.8,87.7
RDU,RADHAMOHANPU,0,50,7,57,0.0,87.7,12.3
RMA,RAMGANJ MAND,0,10,47,57,0.0,17.5,82.5
KSRA,KASARA,36,0,21,57,63.2,0.0,36.8
MRA,MORENA,4,4,49,57,7.0,7.0,86.0
AD,ADONI,7,5,45,57,12.3,8.8,78.9
BPHB,BHILAI POWER,15,10,32,57,26.3,17.5,56.1
SGG,SULTANGANJ,6,7,44,57,10.5,12.3,77.2
GQD,GOURDAHA (HA,52,5,0,57,91.2,8.8,0.0
BMAE,BELMURI,0,57,0,57,0.0,100.0,0.0
GWD,GADWAL,3,5,49,57,5.3,8.8,86.0
HX,CUDDAPAH,6,10,41,57,10.5,17.5,71.9
NNA,NAUGACHIA,5,3,49,57,8.8,5.3,86.0
DPDP,DHAPDHAPI,3,53,0,56,5.4,94.6,0.0
BARU,BAHARU F,3,53,0,56,5.4,94.6,0.0
VVKP,VIVEKANANDPU,3,41,12,56,5.4,73.2,21.4
DKDP,DAKSHIN DURG,6,50,0,56,10.7,89.3,0.0
TKD,TUGALAKABAD,4,35,17,56,7.1,62.5,30.4
GCN,GOCHARAN,3,53,0,56,5.4,94.6,0.0
GGC,GANGAPUR CIT,4,5,47,56,7.1,8.9,83.9
CRP,CHANDRAPURA,3,6,47,56,5.4,10.7,83.9
KYP,KALYANPUR,6,50,0,56,10.7,89.3,0.0
MPRD,MATHURAPUR R,3,53,0,56,5.4,94.6,0.0
AME,AMETHI,1,5,50,56,1.8,8.9,89.3
LUNI,LUNI JN.,4,3,49,56,7.1,5.4,87.5
SZM,SUBZI MANDI,1,17,38,56,1.8,30.4,67.9
MAQ,MANGALORE CE,2,9,45,56,3.6,16.1,80.4
MGT,MAGRAHAT,6,50,0,56,10.7,89.3,0.0
KSJ,KASGANJ JN.,2,26,28,56,3.6,46.4,50.0
DBT,DAKSHIN BARA,3,53,0,56,5.4,94.6,0.0
NEU,NERUL,56,0,0,56,100.0,0.0,0.0
BDZ,BADKULLA,6,40,10,56,10.7,71.4,17.9
THP,TAHERPUR,6,40,10,56,10.7,71.4,17.9
GADJ,GANDHINAGAR,5,11,40,56,8.9,19.6,71.4
JNM,JAYNAGAR MAJ,3,53,0,56,5.4,94.6,0.0
PBZ,PORA BAZAR,0,56,0,56,0.0,100.0,0.0
SJPR,SURJYAPUR,3,53,0,56,5.4,94.6,0.0
HIH,HAJIGARH,0,56,0,56,0.0,100.0,0.0
OTP,OTTAPPALAM,2,7,47,56,3.6,12.5,83.9
HT,HOTAR,6,50,0,56,10.7,89.3,0.0
BMO,BOLARUM,18,12,26,56,32.1,21.4,46.4
BIJ,BIRNAGAR,6,40,10,56,10.7,71.4,17.9
CVP,KOVILPATTI,0,2,54,56,0.0,3.6,96.4
ABKA,AMBIKA KALNA,0,36,20,56,0.0,64.3,35.7
DBSI,DAYA BASTI,3,41,12,56,5.4,73.2,21.4
VVB,VIVEK VIHAR,11,23,21,55,20.0,41.8,38.2
MSAE,MASAGRAM,0,55,0,55,0.0,100.0,0.0
CHI,CHIPLUN,5,4,46,55,9.1,7.3,83.6
JHL,JAKHAL JN.,3,3,49,55,5.5,5.5,89.1
JAM,JAMNAGAR,1,6,48,55,1.8,10.9,87.3
TUNI,TUNI,0,6,49,55,0.0,10.9,89.1
DPA,DURGAPURA,1,3,51,55,1.8,5.5,92.7
KVZ,KAVALI,3,5,47,55,5.5,9.1,85.5
ACOI,CHHEOKI,4,13,38,55,7.3,23.6,69.1
HGA,HOGLAHALT E,3,52,0,55,5.5,94.5,0.0
UTN,UTTAR RADHAN,6,48,0,54,11.1,88.9,0.0
PMP,PIMPRI,19,28,7,54,35.2,51.9,13.0
MDBP,MADHABPUR,3,51,0,54,5.6,94.4,0.0
CTO,CHITTOOR,5,12,37,54,9.3,22.2,68.5
SBG,SAHIBGANJ,1,12,41,54,1.9,22.2,75.9
PNME,PARASNATH,0,8,46,54,0.0,14.8,85.2
BXN,BAYANA,3,9,42,54,5.6,16.7,77.8
PND,PENDRA ROAD,6,7,41,54,11.1,13.0,75.9
YG,YADGIR,5,4,45,54,9.3,7.4,83.3
AMLA,AMLA JN.,4,5,45,54,7.4,9.3,83.3
SRT,SATUR,0,2,52,54,0.0,3.7,96.3
D,DEULA,4,50,0,54,7.4,92.6,0.0
NBAE,NABAGRAM,0,54,0,54,0.0,100.0,0.0
OKA,OKHLA,4,35,15,54,7.4,64.8,27.8
BSD,BASULDANGA,4,50,0,54,7.4,92.6,0.0
UDN,UDHNA JN.,0,6,48,54,0.0,11.1,88.9
BHW,BARHARWA JN.,1,16,37,54,1.9,29.6,68.5
JPQ,JHAPANDANGA,0,54,0,54,0.0,100.0,0.0
HTZ,HATHIDAH JN,3,3,48,54,5.6,5.6,88.9
NTA,NETRA,4,50,0,54,7.4,92.6,0.0
DMU,DHAMUA,6,48,0,54,11.1,88.9,0.0
DH,DIAMOND HARB,4,50,0,54,7.4,92.6,0.0
SGL,SAGAULI JN.,5,10,39,54,9.3,18.5,72.2
KOO,KHUSROPUR,3,5,46,54,5.6,9.3,85.2
JRAE,JAUGRAM,0,54,0,54,0.0,100.0,0.0
GURN,GURUDAS NAGA,4,49,0,53,7.5,92.5,0.0
LD,LONDA JN.,3,4,46,53,5.7,7.5,86.8
MED,MEDCHAL,10,12,31,53,18.9,22.6,58.5
CGY,CHANGANACHER,0,8,45,53,0.0,15.1,84.9
BGM,BELGAUM,3,7,43,53,5.7,13.2,81.1
YA,YERRA GUNTLA,4,10,39,53,7.5,18.9,73.6
HRR,HARIHAR JN.,2,2,49,53,3.8,3.8,92.5
VSU,BISHNUPUR,2,12,39,53,3.8,22.6,73.6
PLG,PALGHAR,10,11,32,53,18.9,20.8,60.4
MHD,MAHEMADAVAD,1,21,31,53,1.9,39.6,58.5
UHP,UDHAMPUR,4,4,44,52,7.7,7.7,84.6
EGT,EGATTUR,2,50,0,52,3.8,96.2,0.0
BAU,BURHANPUR,1,4,47,52,1.9,7.7,90.4
JNH,JANGHAI JN.,4,4,44,52,7.7,7.7,84.6
VAK,VARKALA,0,5,47,52,0.0,9.6,90.4
RSLR,RASULPUR,6,46,0,52,11.5,88.5,0.0
DEHR,DEHU ROAD,19,27,6,52,36.5,51.9,11.5
MLMR,MELMARUVATHU,1,6,45,52,1.9,11.5,86.5
AH,ACHHNERA JN.,8,12,32,52,15.4,23.1,61.5
PAN,PANA GARH,0,24,28,52,0.0,46.2,53.8
KRJ,KHURJA JN,0,19,33,52,0.0,36.5,63.5
PTK,PATHANKOT JN,0,24,28,52,0.0,46.2,53.8
BTPG,BETHERIA GHO,48,4,0,52,92.3,7.7,0.0
KHT,SRI KALAHAST,3,9,40,52,5.8,17.3,76.9
PLAE,PALSIT,6,46,0,52,11.5,88.5,0.0
PHR,PHILLAUR JN.,3,12,37,52,5.8,23.1,71.2
PAY,PAYYANUR,3,3,45,51,5.9,5.9,88.2
AMRO,AMROHA,2,4,45,51,3.9,7.8,88.2
THVM,THIVIM,4,11,36,51,7.8,21.6,70.6
WFD,WHITE FIELD,5,30,15,50,10.0,60.0,30.0
JMU,JAMUI,4,4,42,50,8.0,8.0,84.0
HVR,HAVERI,2,1,47,50,4.0,2.0,94.0
MPD,MADPUR,0,45,5,50,0.0,90.0,10.0
SKB,SHIKOHABAD J,4,6,40,50,8.0,12.0,80.0
YNK,YELAHANKA JN,6,3,41,50,12.0,6.0,82.0
DGG,DONGAR GARH,1,15,34,50,2.0,30.0,68.0
NKE,NARKATIAGANJ,4,9,37,50,8.0,18.0,74.0
GMDN,GIRI MAIDAN,2,37,11,50,4.0,74.0,22.0
TPH,TINPAHAR JN.,17,9,24,50,34.0,18.0,48.0
HBD,HOSHANGABAD,2,3,45,50,4.0,6.0,90.0
SHC,SAHARSA JN.,3,17,30,50,6.0,34.0,60.0
KAN,KHANA JN.,0,31,19,50,0.0,62.0,38.0
BNW,BHIWANI JN.,2,13,34,49,4.1,26.5,69.4
BAQ,GANJ BASODA,1,5,43,49,2.0,10.2,87.8
MEJ,VANCHI MANIY,4,4,41,49,8.2,8.2,83.7
FDN,FARIDABAD NE,4,35,10,49,8.2,71.4,20.4
KHAI,KHIRAI,0,47,2,49,0.0,95.9,4.1
CAP,CHATRAPUR,1,6,42,49,2.0,12.2,85.7
JER,JALESWAR,1,12,36,49,2.0,24.5,73.5
JOC,JOYCHANDI PA,6,11,32,49,12.2,22.4,65.3
TTR,TIPTUR,1,1,47,49,2.0,2.0,95.9
SMCK,SHYAM CHAK,0,45,4,49,0.0,91.8,8.2
BPA,BELLAMPALLI,1,5,43,49,2.0,10.2,87.8
DO,DAUSA,4,5,40,49,8.2,10.2,81.6
SGUJ,SILIGURI JN.,0,6,42,48,0.0,12.5,87.5
DNKL,DHENKANAL,2,0,46,48,4.2,0.0,95.8
KGI,KENGERI,6,12,30,48,12.5,25.0,62.5
SIL,SAKHIGOPAL,4,6,38,48,8.3,12.5,79.2
RNR,RANIBENNUR,2,1,45,48,4.2,2.1,93.8
JPR,JAKPUR,0,45,3,48,0.0,93.8,6.2
NLDA,NALGONDA,2,5,41,48,4.2,10.4,85.4
BIRD,BHIWANDI ROA,10,8,30,48,20.8,16.7,62.5
DAPD,DAPODI,19,27,2,48,39.6,56.2,4.2
AST,ASAOTI,4,33,11,48,8.3,68.8,22.9
CSN,CHALISGAON J,9,2,37,48,18.8,4.2,77.1
MGN,MEGHNAGAR,0,4,44,48,0.0,8.3,91.7
MRGA,MIRYALAGUDA,3,6,39,48,6.2,12.5,81.2
AKRD,AKURDI,19,27,2,48,39.6,56.2,4.2
GKL,GOKULPUR,2,37,9,48,4.2,77.1,18.8
AFK,ANGAMALI (FO,1,6,41,48,2.1,12.5,85.4
KSNG,KESINGA,1,4,43,48,2.1,8.3,89.6
KPY,KARUNAGAPPAL,0,10,38,48,0.0,20.8,79.2
MAF,MANAVUR,2,45,0,47,4.3,95.7,0.0
SHBC,SIBAICHANDI,0,47,0,47,0.0,100.0,0.0
PLMG,PULIYAMANGAL,2,45,0,47,4.3,95.7,0.0
SBI,SABARMATI JN,6,9,32,47,12.8,19.1,68.1
GYN,GYANPUR ROAD,0,8,39,47,0.0,17.0,83.0
DKJ,DORNAKAL JN.,4,7,36,47,8.5,14.9,76.6
BCY,VARANASI CIT,2,5,40,47,4.3,10.6,85.1
DNHL,DHANIOIAKHAL,0,47,0,47,0.0,100.0,0.0
HTE,HATIA,4,2,41,47,8.5,4.3,87.2
BCT,MUMBAI CENTR,0,0,47,47,0.0,0.0,100.0
