High_Traffic_Rank,Global_Network_Rank,Station_Code,Station_Name,Train_Count,Stop_Count,Network_Share_Pct,Traffic_Tier,Cutoff_Criterion
1,1,CSMT,CST-MUMBAI,1027,1027,9.24,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
2,2,KYN,KALYAN JN,828,828,7.45,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
3,3,TNA,THANE,796,796,7.16,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
4,4,SDAH,SEALDAH,745,745,6.7,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
5,5,MSB,CHENNAI BEAC,738,738,6.64,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
6,6,HWH,HOWRAH JN.,699,699,6.29,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
7,7,DR,DADAR,567,567,5.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
8,8,DDJ,DUM DUM JN.,463,463,4.17,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
9,9,CLA,KURLA,462,462,4.16,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
10,10,TBM,TAMBARAM,434,434,3.91,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
11,11,BZA,VIJAYWADA JN,416,416,3.74,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
12,12,GC,GHAT KOPAR,406,406,3.65,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
13,13,BNXR,BIDHANNAGAR,404,404,3.64,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
14,14,PNVL,PANVEL,400,400,3.6,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
15,15,MLND,MULUND,393,393,3.54,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
16,16,MTN,MUMBAI (MATU,393,393,3.54,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
17,17,BY,MUMBAI (BYCU,392,392,3.53,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
18,18,CNB,KANPUR CENTR,382,383,3.44,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
19,19,BRC,VADODARA JN.,376,376,3.38,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
20,20,BND,BHANDUP,373,373,3.36,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
21,21,VK,VIKHROLI,370,370,3.33,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
22,22,NDLS,NEW DELHI,356,356,3.2,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
23,23,VVH,VIDYAVIHAR,356,356,3.2,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
24,24,NHU,NAHUR,355,355,3.19,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
25,25,PR,MUMBAI(PAREL,346,346,3.11,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
26,26,CHG,MUMBAI (CHIN,344,344,3.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
27,27,CRD,MUMBAI CURRE,344,344,3.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
28,28,MSD,MUMBAI (MASJ,344,344,3.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
29,29,SNRD,MUMBAI SANDH,344,344,3.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
30,30,PER,PERAMBUR,342,342,3.08,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
31,31,BDC,BANDEL JN.,325,325,2.92,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
32,32,BWN,BARDDHAMAN J,319,319,2.87,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
33,33,ST,SURAT,316,316,2.84,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
34,34,KGP,KHARAGPUR,309,309,2.78,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
35,35,MS,CHENNAI EGMO,309,309,2.78,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
36,36,NH,NAIHATI JN.,307,307,2.76,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
37,37,LLH,LILUAH,306,306,2.75,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
38,38,ADI,AHMEDABAD,305,305,2.74,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
39,39,BLN,BALLYGUNGE J,300,300,2.7,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
40,40,BSL,BHUSAVAL JN.,298,298,2.68,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
41,41,BEQ,BELUR,295,295,2.65,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
42,42,LKO,LUCKNOW JN.,295,295,2.65,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
43,43,VLK,VILLIVAKKAM,293,293,2.64,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
44,44,AVD,AVADI,291,291,2.62,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
45,45,ET,ITARSI,291,291,2.62,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
46,46,MGS,MUGHAL SARAI,291,292,2.62,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
47,47,SC,SECUNDERABAD,288,288,2.59,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
48,48,ABU,AMBATTUR,281,281,2.53,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
49,49,PUNE,PUNE JN.,278,278,2.5,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
50,50,UMB,AMBALA CANTT,275,275,2.47,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
51,51,VPY,VEYSARPADI,274,274,2.47,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
52,52,BBQ,BASIN BRIDGE,268,268,2.41,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
53,53,DI,DOMBIVLI,267,267,2.4,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
54,54,MMCC,MOOR MARKET,267,267,2.4,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
55,55,SRP,SHRIRAMPUR,266,266,2.39,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
56,56,DIVA,DIVA JN,265,265,2.38,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
57,57,SHE,SEORAPHULI J,265,265,2.38,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
58,58,BP,BARRACKPORE,264,264,2.38,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
59,59,ASN,ASANSOL MAIN,263,263,2.37,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
60,60,GZB,GHAZIABAD JN,262,262,2.36,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
61,61,CGL,CHENGALPATTU,254,254,2.29,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
62,62,NGP,NAGPUR JN.(C,252,252,2.27,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
63,63,BBS,BHUBANESWAR,248,248,2.23,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
64,64,KLVA,KALVA,248,248,2.23,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
65,65,KOPR,KOPAR,248,248,2.23,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
66,66,MBQ,MUMBRA,248,248,2.23,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
67,67,JHS,JHANSI JN,246,246,2.21,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
68,68,PNBE,PATNA JN.,246,246,2.21,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
69,69,KPD,KATPADI JN,245,245,2.2,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
70,70,NZM,HAZRAT NIZAM,245,249,2.2,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
71,71,ANND,ANAND JN.,243,243,2.19,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
72,72,DLI,DELHI JN.,240,240,2.16,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
73,73,BPL,BHOPAL,239,239,2.15,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
74,74,BLY,BALLY,238,238,2.14,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
75,75,MB,MORADABAD JN,238,238,2.14,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
76,76,UPA,UTTARPARA,238,238,2.14,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
77,77,KUR,KHURDA ROAD,236,236,2.12,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
78,78,LDH,LUDHIANA JN.,236,236,2.12,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
79,79,KOG,KONNAGAR,235,235,2.11,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
80,80,SPR,SONARPUR JN.,235,235,2.11,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
81,81,RIS,RISHRA,233,233,2.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
82,82,VLCY,VELACHEERY,233,233,2.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
83,83,VSKP,VISAKHAPATNA,233,233,2.1,Tier 1: Mega Hub (Top 1%),Top Decile (>= 48 trains)
84,84,HMZ,HINDMOTOR,231,231,2.08,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
85,85,BSB,VARANASI JN.,230,230,2.07,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
86,86,MTMY,THIRUMAYILAI,230,230,2.07,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
87,87,SRC,SANTRAGACHI,230,230,2.07,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
88,88,AJJ,ARAKKONAM JN,227,227,2.04,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
89,89,ABH,AMBERNATH,225,225,2.02,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
90,90,RJY,RAJAHMUNDRY,220,220,1.98,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
91,91,BLH,BELGHARIA,219,219,1.97,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
92,92,GKP,GORAKHPUR JN,219,219,1.97,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
93,93,SEP,SODPUR,219,219,1.97,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
94,94,BGJT,.BAGHAJATIN,217,217,1.95,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
95,95,DHK,DHAKURIA,217,217,1.95,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
96,96,GIA,GARIA,217,217,1.95,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
97,97,JDP,JADABPUR,217,217,1.95,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
98,98,STM,ST. THOMAS M,217,217,1.95,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
99,99,ED,ERODE JN.,214,214,1.93,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
100,100,MKK,KODAMBAKKAM,214,214,1.93,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
101,101,PV,PALLAVARAM,214,214,1.93,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
102,102,MMR,MANMAD JN.,212,212,1.91,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
103,103,MTJ,MATHURA JN.,212,212,1.91,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
104,104,AGP,AGARPARA,210,210,1.89,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
105,105,KDH,KHARDAHA,210,210,1.89,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
106,106,SA,SALEM JN.,210,210,1.89,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
107,107,TGH,TITA GARH,210,210,1.89,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
108,108,TRL,TIRUVALLUR,209,209,1.88,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
109,109,RHA,RANAGHAT JN.,207,207,1.86,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
110,110,TCR,TRICHUR,206,206,1.85,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
111,111,ALD,ALLAHABAD JN,205,205,1.84,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
112,112,GDR,GUDUR JN.,203,203,1.83,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
113,113,NRPR,NARENDRAPUR,200,200,1.8,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
114,114,PRES,PATTABIRAM E,200,200,1.8,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
115,115,SNR,SHYAM NAGAR,200,200,1.8,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
116,116,OGL,ONGOLE,198,198,1.78,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
117,117,JTJ,JOLARPETTAI,197,197,1.77,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
118,118,RU,RENIGUNTA JN,197,197,1.77,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
119,119,MBM,MAMBALAM,196,196,1.76,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
120,120,NLR,NELLORE,195,195,1.75,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
121,121,MAS,CHENNAI CENT,192,192,1.73,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
122,122,RVJ,RAVLI JN,192,192,1.73,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
123,123,CTC,CUTTACK JN.,189,189,1.7,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
124,124,KOTA,KOTA,189,189,1.7,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
125,125,IP,ICHHAPUR,188,188,1.69,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
126,126,CBE,COIMBATORE,186,186,1.67,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
127,127,KCG,KACHEGUDA,186,186,1.67,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
128,128,PTF,PALTA,186,186,1.67,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
129,129,TI,TIRUNINRAVUR,186,186,1.67,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
130,130,YPR,YESVANTPUR J,186,186,1.67,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
131,131,THK,THAKURLI,185,185,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
132,132,VSH,VASHI,185,185,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
133,133,ANNR,ANNANUR,184,184,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
134,134,KNR,KANKINARA,184,184,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
135,135,KOTR,KORATTUR,184,184,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
136,136,PVM,PATTARAVAKKA,184,184,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
137,137,TMVL,THIRUMULLAIV,184,184,1.66,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
138,138,R,RAIPUR JN.,183,183,1.65,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
139,139,VZM,VIZIANAGARAM,183,183,1.65,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
140,140,JP,JAIPUR JN.,180,180,1.62,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
141,141,BJU,BARAUNI JN.,179,179,1.61,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
142,142,QLN,QUILON,179,179,1.61,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
143,143,BT,BARASAT JN.,178,178,1.6,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
144,144,JBP,JABALPUR,178,178,1.6,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
145,145,ND,NADIAD JN.,177,177,1.59,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
146,146,AGC,AGRA CANTT,176,176,1.58,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
147,147,CGR,CHANDAN NAGA,173,173,1.56,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
148,148,SPJ,SAMASTIPUR J,173,173,1.56,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
149,149,CNS,CHUCHURA,171,171,1.54,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
150,150,RTM,RATLAM JN,171,171,1.54,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
151,151,BE,BAREILLY JN.,170,170,1.53,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
152,152,GDY,GUINDY,170,170,1.53,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
153,153,BSP,BILASPUR JN.,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
154,154,MN,MINAMBAKKAM,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
155,155,MPK,CHENNAI PARK,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
156,156,MSC,CHENNAI CHET,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
157,157,MSF,CHENNAI FORT,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
158,158,NBK,NUNGAMBAKKAM,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
159,159,PZA,PALAVANTHANG,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
160,160,SP,SAIDAPET,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
161,161,TLM,TIRUSULAM,169,169,1.52,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
162,162,CMP,CHROMEPET,168,168,1.51,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
163,163,TBMS,TAMBARAM SAN,168,168,1.51,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
164,164,SBC,KRANTIVIRA S,167,167,1.5,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
165,165,VAPI,VAPI,167,167,1.5,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
166,166,KPA,KANCHRAPARA,166,166,1.49,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
167,167,KYI,KALYANI JN.,166,166,1.49,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
168,168,KTE,KATNI,165,165,1.48,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
169,169,AWY,ALWAYE,164,164,1.48,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
170,170,KIUL,KIUL JN.,164,164,1.48,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
171,171,KJT,KARJAT,164,164,1.48,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
172,172,DURG,DURG,163,163,1.47,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
173,173,STA,SATNA,163,163,1.47,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
174,174,PGT,PALAKKAD JN,162,162,1.46,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
175,175,DDC,DUMDUM CANTO,161,161,1.45,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
176,176,BMT,BEGAMPET,160,160,1.44,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
177,177,GWL,GWALIOR JN,160,160,1.44,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
178,178,JUC,JALANDHAR CI,160,160,1.44,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
179,179,LPI,LINGAMPALLI,160,160,1.44,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
180,180,TUP,TIRUPPUR,160,160,1.44,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
181,181,BBT,BIRATI,159,159,1.43,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
182,182,MMG,MADHYAM GRAM,159,159,1.43,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
183,183,DGR,DURGAPUR,158,158,1.42,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
184,184,GAYA,GAYA JN.,158,158,1.42,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
185,185,JGDL,JAGADAL,158,158,1.42,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
186,186,LNL,LONAVLA,157,157,1.41,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
187,187,BRP,BARUIPUR JN.,156,156,1.4,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
188,188,JSME,JASIDIH JN.,156,156,1.4,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
189,189,SRE,SAHARANPUR J,156,156,1.4,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
190,190,BH,BHARUCH JN.,155,155,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
191,191,CPR,CHHAPRA JN.,155,155,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
192,192,HC,HINDU COLLEG,155,155,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
193,193,PRWS,PATTABIRAM W,155,155,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
194,194,TLA,TITVALA,155,155,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
195,195,BPQ,BALHARSHAH,154,154,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
196,196,PNC,PATNA SAHEB,154,154,1.39,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
197,197,BLS,BALASORE,152,152,1.37,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
198,198,KYJ,KAYANKULAM J,152,152,1.37,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
199,199,SLO,SAMALKOT JN.,152,152,1.37,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
200,200,NJP,NEW JALPAIGU,151,151,1.36,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
201,201,WL,WARANGAL,151,151,1.36,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
202,202,MFP,MUZAFFARPUR,149,149,1.34,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
203,203,EE,ELURU,148,148,1.33,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
204,204,HLR,HALISAHAR,148,148,1.33,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
205,205,BINA,BINA,147,147,1.32,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
206,206,BUD,BADLAPUR,147,147,1.32,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
207,207,TPJ,TIRUCHIRAPPA,147,147,1.32,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
208,208,TPTY,TIRUPATI,147,147,1.32,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
209,209,MAK,MALLIKPUR,146,146,1.31,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
210,210,SBGR,SUBHASGRAM,146,146,1.31,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
211,211,BAM,BERHAMPUR,145,145,1.3,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
212,212,JL,JALGAON JN.,145,145,1.3,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
213,213,BBAE,BAIDYABATI,144,144,1.3,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
214,214,BHR,BHADRESHWAR,144,144,1.3,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
215,215,DGNR,DURGANAGAR,144,144,1.3,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
216,216,BVI,BORIVLI,143,143,1.29,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
217,217,HGY,HOOGHLY,143,143,1.29,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
218,218,MUU,MANKUNDU,143,143,1.29,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
219,219,TEL,TENALI JN.,143,143,1.29,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
220,220,KNW,KHANDWA JN.,142,142,1.28,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
221,221,SRR,SHORANUR JN.,142,142,1.28,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
222,222,G,GONDIA JN.,141,141,1.27,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
223,223,TATA,TATANAGAR JN,141,141,1.27,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
224,224,BL,VALSAD,139,139,1.25,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
225,225,HHR,HRIDAYPUR,139,139,1.25,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
226,226,LTT,LOKMANYA TIL,139,139,1.25,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
227,227,NK,NASIK ROAD,139,139,1.25,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
228,228,DD,DAUND JN.,138,138,1.24,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
229,229,BRPK,BISHARPARA-K,137,137,1.23,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
230,230,ERS,ERNAKULAM. J,137,137,1.23,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
231,231,NBE,NEW BARRACKP,137,137,1.23,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
232,232,KIR,KATIHAR JN.,136,136,1.22,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
233,233,MCA,MECHEDA,136,136,1.22,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
234,234,GD,GONDA JN.,135,135,1.21,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
235,235,JRC,JALANDHAR CA,135,135,1.21,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
236,236,SWM,SAWAI MADHOP,135,135,1.21,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
237,237,AK,AKOLA JN.,134,134,1.21,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
238,238,ULB,ULUBARIA,134,134,1.21,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
239,239,CDH,CHAKDAHA,133,133,1.2,Tier 2: Major Hub (Top 5%),Top Decile (>= 48 trains)
