Train_No,Start_Station_Code,Start_Station_Name,Start_Departure_Time,End_Station_Code,End_Station_Name,End_Arrival_Time,Midnight_Rollover,Duration_Minutes,Duration_Hours,Duration_Computable,Duration_Status,Total_Distance_km,Route_Type,Classification_Basis
10103,CSMT,CST-MUMBAI,07:10:00,MAO,MADGOAN JN.,18:45:00,False,695.0,11.58,True,Valid (Same Day),590.0,Long,Duration
10104,MAO,MADGOAN JN.,09:15:00,CSMT,CST-MUMBAI,21:40:00,False,745.0,12.42,True,Valid (Same Day),594.0,Long,Duration
1011,CSMT,CST-MUMBAI,00:20:00,NGP,NAGPUR JN.(C,14:20:00,False,840.0,14.0,True,Valid (Same Day),841.0,Long,Duration
10111,CSMT,CST-MUMBAI,23:05:00,MAO,MADGOAN JN.,10:45:00,True,700.0,11.67,True,Valid (Midnight Rollover +1 Day),590.0,Long,Duration
10112,MAO,MADGOAN JN.,18:00:00,CSMT,CST-MUMBAI,05:50:00,True,710.0,11.83,True,Valid (Midnight Rollover +1 Day),594.0,Long,Duration
10215,MAO,MADGOAN JN.,21:30:00,ERS,ERNAKULAM. J,10:55:00,True,805.0,13.42,True,Valid (Midnight Rollover +1 Day),726.0,Long,Duration
10216,ERS,ERNAKULAM. J,13:50:00,MAO,MADGOAN JN.,03:15:00,True,805.0,13.42,True,Valid (Midnight Rollover +1 Day),727.0,Long,Duration
1037,LTT,LOKMANYA TIL,01:10:00,SWV,SAWANTWADI R,10:30:00,False,560.0,9.33,True,Valid (Same Day),513.0,Long,Duration
1038,SWV,SAWANTWADI R,14:05:00,LTT,LOKMANYA TIL,00:20:00,True,615.0,10.25,True,Valid (Midnight Rollover +1 Day),503.0,Long,Duration
1045,LTT,LOKMANYA TIL,01:10:00,KRMI,KARMALI,11:00:00,False,590.0,9.83,True,Valid (Same Day),563.0,Long,Duration
107,SWV,SAWANTWADI R,10:25:00,MAO,MADGOAN JN.,12:10:00,False,105.0,1.75,True,Valid (Same Day),78.0,Medium,Duration
108,MAO,MADGOAN JN.,20:30:00,SWV,SAWANTWADI R,22:25:00,False,115.0,1.92,True,Valid (Same Day),83.0,Medium,Duration
11001,SNSI,SAI NAGAR SH,05:00:00,PVR,PANDHARPUR,12:15:00,False,435.0,7.25,True,Valid (Same Day),348.0,Long,Duration
11002,PVR,PANDHARPUR,13:00:00,SNSI,SAI NAGAR SH,20:25:00,False,445.0,7.42,True,Valid (Same Day),348.0,Long,Duration
11003,DR,DADAR,00:05:00,SWV,SAWANTWADI R,10:40:00,False,635.0,10.58,True,Valid (Same Day),502.0,Long,Duration
11004,SWV,SAWANTWADI R,18:50:00,DR,DADAR,06:45:00,True,715.0,11.92,True,Valid (Midnight Rollover +1 Day),504.0,Long,Duration
11005,DR,DADAR,21:30:00,PDY,PONDICHERRY,07:15:00,True,585.0,9.75,True,Valid (Midnight Rollover +1 Day),1636.0,Long,Duration
11006,PDY,PONDICHERRY,20:50:00,DR,DADAR,05:40:00,True,530.0,8.83,True,Valid (Midnight Rollover +1 Day),1639.0,Long,Duration
11007,CSMT,CST-MUMBAI,07:00:00,PUNE,PUNE JN.,11:05:00,False,245.0,4.08,True,Valid (Same Day),191.0,Long,Duration
11008,PUNE,PUNE JN.,15:15:00,CSMT,CST-MUMBAI,19:17:00,False,242.0,4.03,True,Valid (Same Day),191.0,Long,Duration
11009,CSMT,CST-MUMBAI,14:30:00,PUNE,PUNE JN.,18:40:00,False,250.0,4.17,True,Valid (Same Day),191.0,Long,Duration
11010,PUNE,PUNE JN.,06:05:00,CSMT,CST-MUMBAI,09:55:00,False,230.0,3.83,True,Valid (Same Day),191.0,Medium,Duration
11011,LTT,LOKMANYA TIL,12:05:00,NED,NANDED,04:45:00,True,1000.0,16.67,True,Valid (Midnight Rollover +1 Day),723.0,Long,Duration
11012,NED,NANDED,06:30:00,LTT,LOKMANYA TIL,23:45:00,False,1035.0,17.25,True,Valid (Same Day),723.0,Long,Duration
11013,LTT,LOKMANYA TIL,22:35:00,CBE,COIMBATORE,07:15:00,True,520.0,8.67,True,Valid (Midnight Rollover +1 Day),1515.0,Long,Duration
11014,CBE,COIMBATORE,08:55:00,LTT,LOKMANYA TIL,14:30:00,False,335.0,5.58,True,Valid (Same Day),1515.0,Long,Duration
11015,LTT,LOKMANYA TIL,22:45:00,GKP,GORAKHPUR JN,07:05:00,True,500.0,8.33,True,Valid (Midnight Rollover +1 Day),1678.0,Long,Duration
11016,GKP,GORAKHPUR JN,19:00:00,LTT,LOKMANYA TIL,04:20:00,True,560.0,9.33,True,Valid (Midnight Rollover +1 Day),1677.0,Long,Duration
11017,LTT,LOKMANYA TIL,12:05:00,KIK,KARAIKAL,18:35:00,False,390.0,6.5,True,Valid (Same Day),1631.0,Long,Duration
11018,KIK,KARAIKAL,14:00:00,LTT,LOKMANYA TIL,23:45:00,False,585.0,9.75,True,Valid (Same Day),1634.0,Long,Duration
11019,CSMT,CST-MUMBAI,15:10:00,BBS,BHUBANESWAR,04:15:00,True,785.0,13.08,True,Valid (Midnight Rollover +1 Day),1941.0,Long,Duration
11020,BBS,BHUBANESWAR,15:25:00,CSMT,CST-MUMBAI,03:55:00,True,750.0,12.5,True,Valid (Midnight Rollover +1 Day),1941.0,Long,Duration
11021,DR,DADAR,21:30:00,TEN,TIRUNELVELI,11:45:00,True,855.0,14.25,True,Valid (Midnight Rollover +1 Day),1843.0,Long,Duration
11022,TEN,TIRUNELVELI,15:00:00,DR,DADAR,05:40:00,True,880.0,14.67,True,Valid (Midnight Rollover +1 Day),1845.0,Long,Duration
11023,CSMT,CST-MUMBAI,17:50:00,KOP,CHHATRAPATI,06:05:00,True,735.0,12.25,True,Valid (Midnight Rollover +1 Day),517.0,Long,Duration
11024,KOP,CHHATRAPATI,22:50:00,CSMT,CST-MUMBAI,11:50:00,True,780.0,13.0,True,Valid (Midnight Rollover +1 Day),517.0,Long,Duration
11025,BSL,BHUSAVAL JN.,00:25:00,PUNE,PUNE JN.,12:05:00,False,700.0,11.67,True,Valid (Same Day),545.0,Long,Duration
11026,PUNE,PUNE JN.,11:45:00,BSL,BHUSAVAL JN.,21:50:00,False,605.0,10.08,True,Valid (Same Day),545.0,Long,Duration
11027,CSMT,CST-MUMBAI,23:45:00,MAS,CHENNAI CENT,03:30:00,True,225.0,3.75,True,Valid (Midnight Rollover +1 Day),1281.0,Medium,Duration
11028,MAS,CHENNAI CENT,23:55:00,CSMT,CST-MUMBAI,03:45:00,True,230.0,3.83,True,Valid (Midnight Rollover +1 Day),1283.0,Medium,Duration
11029,CSMT,CST-MUMBAI,08:40:00,KOP,CHHATRAPATI,20:25:00,False,705.0,11.75,True,Valid (Same Day),517.0,Long,Duration
11030,KOP,CHHATRAPATI,07:55:00,CSMT,CST-MUMBAI,20:05:00,False,730.0,12.17,True,Valid (Same Day),517.0,Long,Duration
11031,SUR,SOLAPUR,10:10:00,BJP,BIJAPUR JN,12:20:00,False,130.0,2.17,True,Valid (Same Day),108.0,Medium,Duration
11032,BJP,BIJAPUR JN,14:50:00,SUR,SOLAPUR,17:40:00,False,170.0,2.83,True,Valid (Same Day),108.0,Medium,Duration
11033,PUNE,PUNE JN.,16:15:00,DBG,DARBHANGA JN,06:45:00,True,870.0,14.5,True,Valid (Midnight Rollover +1 Day),1955.0,Long,Duration
11034,DBG,DARBHANGA JN,16:45:00,PUNE,PUNE JN.,08:05:00,True,920.0,15.33,True,Valid (Midnight Rollover +1 Day),1953.0,Long,Duration
11035,DR,DADAR,21:30:00,MYS,MYSORE JN.,21:40:00,False,10.0,0.17,True,Valid (Same Day),1210.0,Short,Duration
11036,MYS,MYSORE JN.,06:15:00,DR,DADAR,05:40:00,True,1405.0,23.42,True,Valid (Midnight Rollover +1 Day),1213.0,Long,Duration
11037,PUNE,PUNE JN.,16:15:00,GKP,GORAKHPUR JN,01:05:00,True,530.0,8.83,True,Valid (Midnight Rollover +1 Day),1777.0,Long,Duration
11038,GKP,GORAKHPUR JN,15:30:00,PUNE,PUNE JN.,04:05:00,True,755.0,12.58,True,Valid (Midnight Rollover +1 Day),1777.0,Long,Duration
11039,KOP,CHHATRAPATI,15:30:00,G,GONDIA JN.,20:15:00,False,285.0,4.75,True,Valid (Same Day),1352.0,Long,Duration
11040,G,GONDIA JN.,08:20:00,KOP,CHHATRAPATI,12:45:00,False,265.0,4.42,True,Valid (Same Day),1353.0,Long,Duration
11041,CSMT,CST-MUMBAI,14:00:00,MAS,CHENNAI CENT,16:30:00,False,150.0,2.5,True,Valid (Same Day),1281.0,Medium,Duration
11042,MAS,CHENNAI CENT,12:20:00,CSMT,CST-MUMBAI,13:35:00,False,75.0,1.25,True,Valid (Same Day),1283.0,Short,Duration
11043,LTT,LOKMANYA TIL,00:15:00,MDU,MADURAI JN,10:10:00,False,595.0,9.92,True,Valid (Same Day),1696.0,Long,Duration
11044,MDU,MADURAI JN,18:00:00,LTT,LOKMANYA TIL,05:45:00,True,705.0,11.75,True,Valid (Midnight Rollover +1 Day),1700.0,Long,Duration
11045,KOP,CHHATRAPATI,23:45:00,DHN,DHANBAD JN.,12:00:00,True,735.0,12.25,True,Valid (Midnight Rollover +1 Day),2894.0,Long,Duration
11046,DHN,DHANBAD JN.,13:50:00,KOP,CHHATRAPATI,03:35:00,True,825.0,13.75,True,Valid (Midnight Rollover +1 Day),2892.0,Long,Duration
11047,MRJ,MIRAJ JN.,00:10:00,UBL,HUBLI JN.,06:25:00,False,375.0,6.25,True,Valid (Same Day),278.0,Long,Duration
11048,UBL,HUBLI JN.,23:30:00,MRJ,MIRAJ JN.,05:15:00,True,345.0,5.75,True,Valid (Midnight Rollover +1 Day),279.0,Long,Duration
11049,ADI,AHMEDABAD,19:25:00,KOP,CHHATRAPATI,15:25:00,True,1200.0,20.0,True,Valid (Midnight Rollover +1 Day),949.0,Long,Duration
11050,KOP,CHHATRAPATI,12:50:00,ADI,AHMEDABAD,07:45:00,True,1135.0,18.92,True,Valid (Midnight Rollover +1 Day),949.0,Long,Duration
11051,SUR,SOLAPUR,23:35:00,KOP,CHHATRAPATI,06:20:00,True,405.0,6.75,True,Valid (Midnight Rollover +1 Day),314.0,Long,Duration
11052,KOP,CHHATRAPATI,23:55:00,SUR,SOLAPUR,07:30:00,True,455.0,7.58,True,Valid (Midnight Rollover +1 Day),314.0,Long,Duration
11053,LTT,LOKMANYA TIL,16:40:00,AMH,AZAMGARH,02:10:00,True,570.0,9.5,True,Valid (Midnight Rollover +1 Day),1552.0,Long,Duration
11054,AMH,AZAMGARH,05:20:00,LTT,LOKMANYA TIL,12:15:00,False,415.0,6.92,True,Valid (Same Day),1551.0,Long,Duration
11055,LTT,LOKMANYA TIL,10:55:00,GKP,GORAKHPUR JN,20:20:00,False,565.0,9.42,True,Valid (Same Day),1732.0,Long,Duration
11056,GKP,GORAKHPUR JN,06:20:00,LTT,LOKMANYA TIL,16:15:00,False,595.0,9.92,True,Valid (Same Day),1732.0,Long,Duration
11057,CSMT,CST-MUMBAI,23:30:00,ASR,AMRITSAR JN.,16:30:00,True,1020.0,17.0,True,Valid (Midnight Rollover +1 Day),2026.0,Long,Duration
11058,ASR,AMRITSAR JN.,08:30:00,CSMT,CST-MUMBAI,04:05:00,True,1175.0,19.58,True,Valid (Midnight Rollover +1 Day),2029.0,Long,Duration
11059,LTT,LOKMANYA TIL,10:55:00,CPR,CHHAPRA JN.,21:05:00,False,610.0,10.17,True,Valid (Same Day),1772.0,Long,Duration
11060,CPR,CHHAPRA JN.,05:15:00,LTT,LOKMANYA TIL,16:15:00,False,660.0,11.0,True,Valid (Same Day),1770.0,Long,Duration
11061,LTT,LOKMANYA TIL,12:15:00,DBG,DARBHANGA JN,01:10:00,True,775.0,12.92,True,Valid (Midnight Rollover +1 Day),1885.0,Long,Duration
11062,DBG,DARBHANGA JN,13:05:00,LTT,LOKMANYA TIL,03:40:00,True,875.0,14.58,True,Valid (Midnight Rollover +1 Day),1883.0,Long,Duration
11063,MS,CHENNAI EGMO,23:00:00,SA,SALEM JN.,05:20:00,True,380.0,6.33,True,Valid (Midnight Rollover +1 Day),352.0,Long,Duration
11064,SA,SALEM JN.,21:20:00,MS,CHENNAI EGMO,03:45:00,True,385.0,6.42,True,Valid (Midnight Rollover +1 Day),352.0,Long,Duration
11067,LTT,LOKMANYA TIL,05:23:00,FD,FAIZABAD JN.,08:55:00,False,212.0,3.53,True,Valid (Same Day),1510.0,Medium,Duration
11068,FD,FAIZABAD JN.,15:35:00,LTT,LOKMANYA TIL,21:30:00,False,355.0,5.92,True,Valid (Same Day),1509.0,Long,Duration
11071,LTT,LOKMANYA TIL,12:40:00,BSB,VARANASI JN.,19:25:00,False,405.0,6.75,True,Valid (Same Day),1645.0,Long,Duration
11072,BSB,VARANASI JN.,15:50:00,LTT,LOKMANYA TIL,22:50:00,False,420.0,7.0,True,Valid (Same Day),1647.0,Long,Duration
11073,LTT,LOKMANYA TIL,13:20:00,MAS,CHENNAI CENT,12:55:00,True,1415.0,23.58,True,Valid (Midnight Rollover +1 Day),1265.0,Long,Duration
11074,MAS,CHENNAI CENT,15:15:00,LTT,LOKMANYA TIL,16:00:00,False,45.0,0.75,True,Valid (Same Day),1267.0,Short,Duration
11075,LTT,LOKMANYA TIL,12:05:00,BIDR,BIDAR,01:30:00,True,805.0,13.42,True,Valid (Midnight Rollover +1 Day),651.0,Long,Duration
11076,BIDR,BIDAR,08:20:00,LTT,LOKMANYA TIL,23:55:00,False,935.0,15.58,True,Valid (Same Day),651.0,Long,Duration
11077,PUNE,PUNE JN.,17:20:00,JAT,JAMMU TAWI,10:05:00,True,1005.0,16.75,True,Valid (Midnight Rollover +1 Day),2155.0,Long,Duration
11078,JAT,JAMMU TAWI,21:45:00,PUNE,PUNE JN.,15:10:00,True,1045.0,17.42,True,Valid (Midnight Rollover +1 Day),2157.0,Long,Duration
11079,LTT,LOKMANYA TIL,15:50:00,GKP,GORAKHPUR JN,01:30:00,True,580.0,9.67,True,Valid (Midnight Rollover +1 Day),1745.0,Long,Duration
11080,GKP,GORAKHPUR JN,05:30:00,LTT,LOKMANYA TIL,16:00:00,False,630.0,10.5,True,Valid (Same Day),1745.0,Long,Duration
11081,LTT,LOKMANYA TIL,15:50:00,GKP,GORAKHPUR JN,02:05:00,True,615.0,10.25,True,Valid (Midnight Rollover +1 Day),1731.0,Long,Duration
11082,GKP,GORAKHPUR JN,13:05:00,LTT,LOKMANYA TIL,23:00:00,False,595.0,9.92,True,Valid (Same Day),1731.0,Long,Duration
11083,LTT,LOKMANYA TIL,11:30:00,KZJ,KAZIPET JN.,15:00:00,False,210.0,3.5,True,Valid (Same Day),1153.0,Medium,Duration
11084,KZJ,KAZIPET JN.,17:45:00,LTT,LOKMANYA TIL,23:15:00,False,330.0,5.5,True,Valid (Same Day),1153.0,Long,Duration
11085,LTT,LOKMANYA TIL,05:33:00,MAO,MADGOAN JN.,17:30:00,False,717.0,11.95,True,Valid (Same Day),574.0,Long,Duration
11086,MAO,MADGOAN JN.,06:00:00,LTT,LOKMANYA TIL,17:10:00,False,670.0,11.17,True,Valid (Same Day),578.0,Long,Duration
11087,VRL,VERAVAL,08:25:00,PUNE,PUNE JN.,04:40:00,True,1215.0,20.25,True,Valid (Midnight Rollover +1 Day),1053.0,Long,Duration
11088,PUNE,PUNE JN.,19:50:00,VRL,VERAVAL,16:45:00,True,1255.0,20.92,True,Valid (Midnight Rollover +1 Day),1053.0,Long,Duration
11089,BGKT,BHAGAT-KI-KO,05:30:00,PUNE,PUNE JN.,04:40:00,True,1390.0,23.17,True,Valid (Midnight Rollover +1 Day),1074.0,Long,Duration
11090,PUNE,PUNE JN.,19:50:00,BGKT,BHAGAT-KI-KO,17:10:00,True,1280.0,21.33,True,Valid (Midnight Rollover +1 Day),1072.0,Long,Duration
11091,BHUJ,NEW BHUJ,08:55:00,PUNE,PUNE JN.,04:40:00,True,1185.0,19.75,True,Valid (Midnight Rollover +1 Day),981.0,Long,Duration
11092,PUNE,PUNE JN.,19:50:00,BHUJ,NEW BHUJ,15:20:00,True,1170.0,19.5,True,Valid (Midnight Rollover +1 Day),981.0,Long,Duration
11093,CSMT,CST-MUMBAI,00:10:00,BSB,VARANASI JN.,04:40:00,False,270.0,4.5,True,Valid (Same Day),1516.0,Long,Duration
11094,BSB,VARANASI JN.,11:20:00,CSMT,CST-MUMBAI,14:15:00,False,175.0,2.92,True,Valid (Same Day),1515.0,Medium,Duration
11095,ADI,AHMEDABAD,16:15:00,PUNE,PUNE JN.,04:40:00,True,745.0,12.42,True,Valid (Midnight Rollover +1 Day),623.0,Long,Duration
11096,PUNE,PUNE JN.,19:50:00,ADI,AHMEDABAD,07:45:00,True,715.0,11.92,True,Valid (Midnight Rollover +1 Day),622.0,Long,Duration
11097,PUNE,PUNE JN.,23:30:00,ERS,ERNAKULAM. J,08:10:00,True,520.0,8.67,True,Valid (Midnight Rollover +1 Day),1278.0,Long,Duration
11098,ERS,ERNAKULAM. J,23:30:00,PUNE,PUNE JN.,05:05:00,True,335.0,5.58,True,Valid (Midnight Rollover +1 Day),1279.0,Long,Duration
11101,PUNE,PUNE JN.,00:25:00,GWL,GWALIOR JN,03:10:00,False,165.0,2.75,True,Valid (Same Day),1373.0,Medium,Duration
11102,GWL,GWALIOR JN,15:00:00,PUNE,PUNE JN.,20:05:00,False,305.0,5.08,True,Valid (Same Day),1373.0,Long,Duration
11103,JHS,JHANSI JN,16:50:00,BDTS,BANDRA TERMI,16:45:00,True,1435.0,23.92,True,Valid (Midnight Rollover +1 Day),1321.0,Long,Duration
11104,BDTS,BANDRA TERMI,05:10:00,JHS,JHANSI JN,06:40:00,False,90.0,1.5,True,Valid (Same Day),1321.0,Medium,Duration
11107,GWL,GWALIOR JN,20:40:00,BSB,VARANASI JN.,10:50:00,True,850.0,14.17,True,Valid (Midnight Rollover +1 Day),629.0,Long,Duration
11108,BSB,VARANASI JN.,17:45:00,GWL,GWALIOR JN,09:05:00,True,920.0,15.33,True,Valid (Midnight Rollover +1 Day),629.0,Long,Duration
11109,JHS,JHANSI JN,06:10:00,LJN,LUCKNOW JN.,12:05:00,False,355.0,5.92,True,Valid (Same Day),291.0,Long,Duration
11110,LJN,LUCKNOW JN.,16:40:00,JHS,JHANSI JN,22:35:00,False,355.0,5.92,True,Valid (Same Day),291.0,Long,Duration
11111,GWL,GWALIOR JN,13:05:00,BLP,"BALRAMPUR,",09:00:00,True,1195.0,19.92,True,Valid (Midnight Rollover +1 Day),939.0,Long,Duration
11112,BLP,"BALRAMPUR,",11:55:00,GWL,GWALIOR JN,06:10:00,True,1095.0,18.25,True,Valid (Midnight Rollover +1 Day),941.0,Long,Duration
11123,BJU,BARAUNI JN.,18:45:00,GWL,GWALIOR JN,20:55:00,False,130.0,2.17,True,Valid (Same Day),1051.0,Medium,Duration
11124,GWL,GWALIOR JN,11:50:00,BJU,BARAUNI JN.,13:00:00,False,70.0,1.17,True,Valid (Same Day),1054.0,Short,Duration
11125,INDB,INDORE BG,20:05:00,GWL,GWALIOR JN,07:47:00,True,702.0,11.7,True,Valid (Midnight Rollover +1 Day),561.0,Long,Duration
11126,GWL,GWALIOR JN,19:30:00,INDB,INDORE BG,07:55:00,True,745.0,12.42,True,Valid (Midnight Rollover +1 Day),561.0,Long,Duration
1119,AJNI,AJNI,19:50:00,KRMI,KARMALI,20:30:00,False,40.0,0.67,True,Valid (Same Day),1329.0,Short,Duration
1120,KRMI,KARMALI,21:30:00,AJNI,AJNI,22:00:00,False,30.0,0.5,True,Valid (Same Day),1319.0,Short,Duration
11201,LTT,LOKMANYA TIL,16:40:00,AJNI,AJNI,14:15:00,True,1295.0,21.58,True,Valid (Midnight Rollover +1 Day),1015.0,Long,Duration
11202,AJNI,AJNI,16:15:00,LTT,LOKMANYA TIL,13:45:00,True,1290.0,21.5,True,Valid (Midnight Rollover +1 Day),1015.0,Long,Duration
11203,NGP,NAGPUR JN.(C,11:55:00,JP,JAIPUR JN.,14:05:00,False,130.0,2.17,True,Valid (Same Day),1340.0,Medium,Duration
11204,JP,JAIPUR JN.,16:30:00,NGP,NAGPUR JN.(C,19:15:00,False,165.0,2.75,True,Valid (Same Day),1340.0,Medium,Duration
11205,LTT,LOKMANYA TIL,16:40:00,NZB,NIZAMABAD,09:15:00,True,995.0,16.58,True,Valid (Midnight Rollover +1 Day),699.0,Long,Duration
11206,NZB,NIZAMABAD,23:15:00,LTT,LOKMANYA TIL,13:45:00,True,870.0,14.5,True,Valid (Midnight Rollover +1 Day),699.0,Long,Duration
1122,KRMI,KARMALI,22:30:00,CSMT,CST-MUMBAI,10:30:00,True,720.0,12.0,True,Valid (Midnight Rollover +1 Day),569.0,Long,Duration
11265,JBP,JABALPUR,14:00:00,ABKP,AMBIKAPUR,23:00:00,False,540.0,9.0,True,Valid (Same Day),432.0,Long,Duration
11266,ABKP,AMBIKAPUR,06:15:00,JBP,JABALPUR,14:55:00,False,520.0,8.67,True,Valid (Same Day),434.0,Long,Duration
11272,BPL,BHOPAL,18:15:00,ET,ITARSI,12:10:00,True,1075.0,17.92,True,Valid (Midnight Rollover +1 Day),737.0,Long,Duration
11301,CSMT,CST-MUMBAI,08:10:00,SBC,KRANTIVIRA S,08:50:00,False,40.0,0.67,True,Valid (Same Day),1154.0,Short,Duration
11302,SBC,KRANTIVIRA S,20:45:00,CSMT,CST-MUMBAI,20:15:00,True,1410.0,23.5,True,Valid (Midnight Rollover +1 Day),1154.0,Long,Duration
11303,HYB,HYDERABAD DE,23:10:00,KOP,CHHATRAPATI,22:40:00,True,1410.0,23.5,True,Valid (Midnight Rollover +1 Day),989.0,Long,Duration
11304,KOP,CHHATRAPATI,07:35:00,HYB,HYDERABAD DE,06:45:00,True,1390.0,23.17,True,Valid (Midnight Rollover +1 Day),987.0,Long,Duration
11307,GR,GULBARGA,10:15:00,HYB,HYDERABAD DE,14:50:00,False,275.0,4.58,True,Valid (Same Day),221.0,Long,Duration
11308,HYB,HYDERABAD DE,16:00:00,GR,GULBARGA,21:00:00,False,300.0,5.0,True,Valid (Same Day),223.0,Long,Duration
11309,SUR,SOLAPUR,06:00:00,MRJ,MIRAJ JN.,12:05:00,False,365.0,6.08,True,Valid (Same Day),267.0,Long,Duration
11310,MRJ,MIRAJ JN.,15:25:00,SUR,SOLAPUR,20:55:00,False,330.0,5.5,True,Valid (Same Day),267.0,Long,Duration
11401,CSMT,CST-MUMBAI,16:35:00,NGP,NAGPUR JN.(C,16:15:00,True,1420.0,23.67,True,Valid (Midnight Rollover +1 Day),1053.0,Long,Duration
11402,NGP,NAGPUR JN.(C,06:00:00,CSMT,CST-MUMBAI,05:35:00,True,1415.0,23.58,True,Valid (Midnight Rollover +1 Day),1052.0,Long,Duration
11403,NGP,NAGPUR JN.(C,15:00:00,KOP,CHHATRAPATI,14:00:00,True,1380.0,23.0,True,Valid (Midnight Rollover +1 Day),1026.0,Long,Duration
11404,KOP,CHHATRAPATI,12:50:00,NGP,NAGPUR JN.(C,12:35:00,True,1425.0,23.75,True,Valid (Midnight Rollover +1 Day),1026.0,Long,Duration
11405,PUNE,PUNE JN.,22:00:00,AMI,AMRAVATI,15:00:00,True,1020.0,17.0,True,Valid (Midnight Rollover +1 Day),811.0,Long,Duration
11406,AMI,AMRAVATI,18:30:00,PUNE,PUNE JN.,13:15:00,True,1125.0,18.75,True,Valid (Midnight Rollover +1 Day),812.0,Long,Duration
11407,PUNE,PUNE JN.,22:00:00,LJN,LUCKNOW JN.,02:30:00,True,270.0,4.5,True,Valid (Midnight Rollover +1 Day),1478.0,Long,Duration
11408,LJN,LUCKNOW JN.,06:30:00,PUNE,PUNE JN.,11:05:00,False,275.0,4.58,True,Valid (Same Day),1478.0,Long,Duration
11423,SUR,SOLAPUR,06:25:00,UBL,HUBLI JN.,14:30:00,False,485.0,8.08,True,Valid (Same Day),357.0,Long,Duration
11424,UBL,HUBLI JN.,15:00:00,SUR,SOLAPUR,23:15:00,False,495.0,8.25,True,Valid (Same Day),356.0,Long,Duration
11447,JBP,JABALPUR,23:50:00,HWH,HOWRAH JN.,04:15:00,True,265.0,4.42,True,Valid (Midnight Rollover +1 Day),1156.0,Long,Duration
11448,HWH,HOWRAH JN.,13:10:00,JBP,JABALPUR,14:25:00,False,75.0,1.25,True,Valid (Same Day),1155.0,Short,Duration
11449,JBP,JABALPUR,06:30:00,SVDK,SHRI MATA VA,15:20:00,False,530.0,8.83,True,Valid (Same Day),1561.0,Long,Duration
11450,SVDK,SHRI MATA VA,21:55:00,JBP,JABALPUR,07:25:00,True,570.0,9.5,True,Valid (Midnight Rollover +1 Day),1564.0,Long,Duration
11463,SMNH,SOMNATH,09:30:00,JBP,JABALPUR,15:10:00,False,340.0,5.67,True,Valid (Same Day),1416.0,Long,Duration
11464,JBP,JABALPUR,12:00:00,SMNH,SOMNATH,17:45:00,False,345.0,5.75,True,Valid (Same Day),1417.0,Long,Duration
11465,SMNH,SOMNATH,09:30:00,JBP,JABALPUR,18:00:00,False,510.0,8.5,True,Valid (Same Day),1572.0,Long,Duration
11466,JBP,JABALPUR,10:00:00,SMNH,SOMNATH,17:45:00,False,465.0,7.75,True,Valid (Same Day),1575.0,Long,Duration
11651,JBP,JABALPUR,15:30:00,SGRL,SINGRAULI,22:25:00,False,415.0,6.92,True,Valid (Same Day),344.0,Long,Duration
11652,SGRL,SINGRAULI,04:55:00,JBP,JABALPUR,11:55:00,False,420.0,7.0,True,Valid (Same Day),345.0,Long,Duration
11701,JBP,JABALPUR,05:40:00,INDB,INDORE BG,20:30:00,False,890.0,14.83,True,Valid (Same Day),751.0,Long,Duration
11702,INDB,INDORE BG,04:10:00,JBP,JABALPUR,19:35:00,False,925.0,15.42,True,Valid (Same Day),751.0,Long,Duration
11703,REWA,REWA,23:10:00,DADN,MHOW,16:05:00,True,1015.0,16.92,True,Valid (Midnight Rollover +1 Day),823.0,Long,Duration
11704,DADN,MHOW,20:10:00,REWA,REWA,12:15:00,True,965.0,16.08,True,Valid (Midnight Rollover +1 Day),821.0,Long,Duration
11801,JHS,JHANSI JN,17:25:00,ETW,ETAWAH,22:30:00,False,305.0,5.08,True,Valid (Same Day),215.0,Long,Duration
11802,ETW,ETAWAH,05:10:00,JHS,JHANSI JN,10:05:00,False,295.0,4.92,True,Valid (Same Day),215.0,Long,Duration
11901,MTJ,MATHURA JN.,05:30:00,KKDE,KURUKSHETRA,12:40:00,False,430.0,7.17,True,Valid (Same Day),292.0,Long,Duration
11902,KKDE,KURUKSHETRA,14:55:00,MTJ,MATHURA JN.,21:35:00,False,400.0,6.67,True,Valid (Same Day),294.0,Long,Duration
1196,NGP,NAGPUR JN.(C,19:50:00,KRMI,KARMALI,21:30:00,False,100.0,1.67,True,Valid (Same Day),1332.0,Medium,Duration
12001,HBJ,HABIBGANJ,15:00:00,NDLS,NEW DELHI,23:30:00,False,510.0,8.5,True,Valid (Same Day),688.0,Long,Duration
12002,NDLS,NEW DELHI,06:00:00,HBJ,HABIBGANJ,14:25:00,False,505.0,8.42,True,Valid (Same Day),690.0,Long,Duration
12003,LJN,LUCKNOW JN.,15:35:00,NDLS,NEW DELHI,22:15:00,False,400.0,6.67,True,Valid (Same Day),504.0,Long,Duration
12004,NDLS,NEW DELHI,06:10:00,LJN,LUCKNOW JN.,12:40:00,False,390.0,6.5,True,Valid (Same Day),504.0,Long,Duration
12005,NDLS,NEW DELHI,17:15:00,KLK,KALKA,21:20:00,False,245.0,4.08,True,Valid (Same Day),268.0,Long,Duration
12006,KLK,KALKA,06:15:00,NDLS,NEW DELHI,10:20:00,False,245.0,4.08,True,Valid (Same Day),268.0,Long,Duration
