Train_No,Start_Station_Code,Start_Station_Name,Start_Departure_Time,End_Station_Code,End_Station_Name,End_Arrival_Time,Midnight_Rollover,Duration_Minutes,Duration_Hours,Duration_Computable,Duration_Status,Total_Distance_km,Route_Type,Classification_Basis
17239,GNT,GUNTUR JN.,08:00:00,VSKP,VISAKHAPATNA,18:20:00,False,620.0,10.33,True,Valid (Same Day),382.0,Long,Duration
17240,VSKP,VISAKHAPATNA,07:20:00,GNT,GUNTUR JN.,15:30:00,False,490.0,8.17,True,Valid (Same Day),383.0,Long,Duration
17241,NS,NARASAPUR,10:00:00,NDD,NIDADAVOLU J,12:00:00,False,120.0,2.0,True,Valid (Same Day),76.0,Medium,Duration
17242,NDD,NIDADAVOLU J,12:30:00,NS,NARASAPUR,14:35:00,False,125.0,2.08,True,Valid (Same Day),77.0,Medium,Duration
17255,NS,NARASAPUR,18:55:00,HYB,HYDERABAD DE,05:25:00,True,630.0,10.5,True,Valid (Midnight Rollover +1 Day),462.0,Long,Duration
17256,HYB,HYDERABAD DE,21:45:00,NS,NARASAPUR,08:40:00,True,655.0,10.92,True,Valid (Midnight Rollover +1 Day),464.0,Long,Duration
17301,MYS,MYSORE JN.,22:30:00,DWR,DHARWAD,08:00:00,True,570.0,9.5,True,Valid (Midnight Rollover +1 Day),493.0,Long,Duration
17302,DWR,DHARWAD,20:30:00,MYS,MYSORE JN.,07:00:00,True,630.0,10.5,True,Valid (Midnight Rollover +1 Day),490.0,Long,Duration
17305,UBL,HUBLI JN.,16:15:00,LD,LONDA JN.,18:20:00,False,125.0,2.08,True,Valid (Same Day),90.0,Medium,Duration
17307,MYS,MYSORE JN.,13:30:00,BGK,BAGALKOT,12:10:00,True,1360.0,22.67,True,Valid (Midnight Rollover +1 Day),993.0,Long,Duration
17308,BGK,BAGALKOT,14:10:00,MYS,MYSORE JN.,13:50:00,True,1420.0,23.67,True,Valid (Midnight Rollover +1 Day),994.0,Long,Duration
17309,YPR,YESVANTPUR J,14:30:00,VSG,VASCO-DA-GAM,06:00:00,True,930.0,15.5,True,Valid (Midnight Rollover +1 Day),665.0,Long,Duration
17310,VSG,VASCO-DA-GAM,20:45:00,YPR,YESVANTPUR J,11:50:00,True,905.0,15.08,True,Valid (Midnight Rollover +1 Day),662.0,Long,Duration
17311,MAS,CHENNAI CENT,15:00:00,VSG,VASCO-DA-GAM,13:00:00,True,1320.0,22.0,True,Valid (Midnight Rollover +1 Day),1029.0,Long,Duration
17312,VSG,VASCO-DA-GAM,14:30:00,MAS,CHENNAI CENT,11:45:00,True,1275.0,21.25,True,Valid (Midnight Rollover +1 Day),1027.0,Long,Duration
17315,VSG,VASCO-DA-GAM,09:00:00,VLNK,VELANKANNI,12:25:00,False,205.0,3.42,True,Valid (Same Day),1269.0,Medium,Duration
17316,VLNK,VELANKANNI,23:45:00,VSG,VASCO-DA-GAM,06:00:00,True,375.0,6.25,True,Valid (Midnight Rollover +1 Day),1273.0,Long,Duration
17317,UBL,HUBLI JN.,15:45:00,LTT,LOKMANYA TIL,07:15:00,True,930.0,15.5,True,Valid (Midnight Rollover +1 Day),732.0,Long,Duration
17318,LTT,LOKMANYA TIL,18:45:00,UBL,HUBLI JN.,11:15:00,True,990.0,16.5,True,Valid (Midnight Rollover +1 Day),731.0,Long,Duration
17319,UBL,HUBLI JN.,20:50:00,SC,SECUNDERABAD,11:45:00,True,895.0,14.92,True,Valid (Midnight Rollover +1 Day),660.0,Long,Duration
17320,SC,SECUNDERABAD,15:40:00,UBL,HUBLI JN.,07:30:00,True,950.0,15.83,True,Valid (Midnight Rollover +1 Day),661.0,Long,Duration
17321,UBL,HUBLI JN.,22:30:00,LTT,LOKMANYA TIL,16:55:00,True,1105.0,18.42,True,Valid (Midnight Rollover +1 Day),796.0,Long,Duration
17322,LTT,LOKMANYA TIL,21:15:00,UBL,HUBLI JN.,17:35:00,True,1220.0,20.33,True,Valid (Midnight Rollover +1 Day),797.0,Long,Duration
17323,UBL,HUBLI JN.,17:50:00,BSB,VARANASI JN.,12:00:00,True,1090.0,18.17,True,Valid (Midnight Rollover +1 Day),2037.0,Long,Duration
17324,BSB,VARANASI JN.,21:05:00,UBL,HUBLI JN.,13:00:00,True,955.0,15.92,True,Valid (Midnight Rollover +1 Day),2037.0,Long,Duration
17325,UBL,HUBLI JN.,08:00:00,MYS,MYSORE JN.,20:40:00,False,760.0,12.67,True,Valid (Same Day),607.0,Long,Duration
17326,MYS,MYSORE JN.,06:10:00,UBL,HUBLI JN.,19:05:00,False,775.0,12.92,True,Valid (Same Day),609.0,Long,Duration
17401,TPTY,TIRUPATI,19:15:00,MTM,MACHILIPATNA,05:25:00,True,610.0,10.17,True,Valid (Midnight Rollover +1 Day),466.0,Long,Duration
17402,MTM,MACHILIPATNA,19:00:00,TPTY,TIRUPATI,04:35:00,True,575.0,9.58,True,Valid (Midnight Rollover +1 Day),466.0,Long,Duration
17403,GDV,GUDIVADA JN.,03:20:00,NS,NARASAPUR,05:40:00,False,140.0,2.33,True,Valid (Same Day),94.0,Medium,Duration
17404,NS,NARASAPUR,17:20:00,GDV,GUDIVADA JN.,20:05:00,False,165.0,2.75,True,Valid (Same Day),94.0,Medium,Duration
17405,TPTY,TIRUPATI,05:25:00,ADB,ADILABAD,06:15:00,False,50.0,0.83,True,Valid (Same Day),1154.0,Short,Duration
17406,ADB,ADILABAD,20:45:00,TPTY,TIRUPATI,21:25:00,False,40.0,0.67,True,Valid (Same Day),1153.0,Short,Duration
17407,TPTY,TIRUPATI,10:40:00,MQ,MANNARGUDI,21:20:00,False,640.0,10.67,True,Valid (Same Day),462.0,Long,Duration
17408,MQ,MANNARGUDI,05:45:00,TPTY,TIRUPATI,16:35:00,False,650.0,10.83,True,Valid (Same Day),463.0,Long,Duration
17409,ADB,ADILABAD,08:00:00,NED,NANDED,12:00:00,False,240.0,4.0,True,Valid (Same Day),184.0,Medium,Duration
17410,NED,NANDED,15:00:00,ADB,ADILABAD,19:00:00,False,240.0,4.0,True,Valid (Same Day),184.0,Medium,Duration
17411,CSMT,CST-MUMBAI,20:20:00,KOP,CHHATRAPATI,07:25:00,True,665.0,11.08,True,Valid (Midnight Rollover +1 Day),517.0,Long,Duration
17412,KOP,CHHATRAPATI,20:30:00,CSMT,CST-MUMBAI,07:25:00,True,655.0,10.92,True,Valid (Midnight Rollover +1 Day),517.0,Long,Duration
17413,TPTY,TIRUPATI,21:20:00,PDY,PONDICHERRY,04:05:00,True,405.0,6.75,True,Valid (Midnight Rollover +1 Day),302.0,Long,Duration
17414,PDY,PONDICHERRY,08:35:00,TPTY,TIRUPATI,15:20:00,False,405.0,6.75,True,Valid (Same Day),302.0,Long,Duration
17415,TPTY,TIRUPATI,21:00:00,KOP,CHHATRAPATI,16:35:00,True,1175.0,19.58,True,Valid (Midnight Rollover +1 Day),904.0,Long,Duration
17416,KOP,CHHATRAPATI,11:35:00,TPTY,TIRUPATI,08:00:00,True,1225.0,20.42,True,Valid (Midnight Rollover +1 Day),903.0,Long,Duration
17417,TPTY,TIRUPATI,07:00:00,SNSI,SAI NAGAR SH,12:15:00,False,315.0,5.25,True,Valid (Same Day),1419.0,Long,Duration
17418,SNSI,SAI NAGAR SH,19:10:00,TPTY,TIRUPATI,23:15:00,False,245.0,4.08,True,Valid (Same Day),1419.0,Long,Duration
17419,TPTY,TIRUPATI,11:20:00,VSG,VASCO-DA-GAM,06:00:00,True,1120.0,18.67,True,Valid (Midnight Rollover +1 Day),778.0,Long,Duration
17420,VSG,VASCO-DA-GAM,09:00:00,TPTY,TIRUPATI,03:50:00,True,1130.0,18.83,True,Valid (Midnight Rollover +1 Day),777.0,Long,Duration
17479,PURI,PURI,12:30:00,TPTY,TIRUPATI,16:20:00,False,230.0,3.83,True,Valid (Same Day),1231.0,Medium,Duration
17480,TPTY,TIRUPATI,10:35:00,PURI,PURI,14:40:00,False,245.0,4.08,True,Valid (Same Day),1231.0,Long,Duration
17481,BSP,BILASPUR JN.,10:05:00,TPTY,TIRUPATI,16:20:00,False,375.0,6.25,True,Valid (Same Day),1402.0,Long,Duration
17482,TPTY,TIRUPATI,10:35:00,BSP,BILASPUR JN.,17:40:00,False,425.0,7.08,True,Valid (Same Day),1400.0,Long,Duration
17487,TPTY,TIRUPATI,20:30:00,VSKP,VISAKHAPATNA,11:30:00,True,900.0,15.0,True,Valid (Midnight Rollover +1 Day),735.0,Long,Duration
17488,VSKP,VISAKHAPATNA,14:00:00,TPTY,TIRUPATI,05:20:00,True,920.0,15.33,True,Valid (Midnight Rollover +1 Day),736.0,Long,Duration
17603,KCG,KACHEGUDA,21:05:00,YPR,YESVANTPUR J,10:30:00,True,805.0,13.42,True,Valid (Midnight Rollover +1 Day),653.0,Long,Duration
17604,YPR,YESVANTPUR J,15:30:00,KCG,KACHEGUDA,05:00:00,True,810.0,13.5,True,Valid (Midnight Rollover +1 Day),652.0,Long,Duration
17605,MAQ,MANGALORE CE,20:15:00,KCG,KACHEGUDA,23:50:00,False,215.0,3.58,True,Valid (Same Day),1522.0,Medium,Duration
17606,KCG,KACHEGUDA,06:00:00,MAQ,MANGALORE CE,11:30:00,False,330.0,5.5,True,Valid (Same Day),1518.0,Long,Duration
17609,PNBE,PATNA JN.,23:10:00,PAU,PURNA  JN.,07:10:00,True,480.0,8.0,True,Valid (Midnight Rollover +1 Day),1736.0,Long,Duration
17610,PAU,PURNA  JN.,18:10:00,PNBE,PATNA JN.,02:30:00,True,500.0,8.33,True,Valid (Midnight Rollover +1 Day),1738.0,Long,Duration
17613,PNVL,PANVEL,16:00:00,NED,NANDED,09:25:00,True,1045.0,17.42,True,Valid (Midnight Rollover +1 Day),667.0,Long,Duration
17614,NED,NANDED,17:30:00,PNVL,PANVEL,09:00:00,True,930.0,15.5,True,Valid (Midnight Rollover +1 Day),667.0,Long,Duration
17615,KCG,KACHEGUDA,06:00:00,MDU,MADURAI JN,06:30:00,False,30.0,0.5,True,Valid (Same Day),1283.0,Short,Duration
17616,MDU,MADURAI JN,12:50:00,KCG,KACHEGUDA,14:00:00,False,70.0,1.17,True,Valid (Same Day),1286.0,Short,Duration
17617,CSMT,CST-MUMBAI,06:15:00,NED,NANDED,18:00:00,False,705.0,11.75,True,Valid (Same Day),604.0,Long,Duration
17618,NED,NANDED,10:05:00,CSMT,CST-MUMBAI,21:50:00,False,705.0,11.75,True,Valid (Same Day),604.0,Long,Duration
17619,AWB,AURANGABAD,00:45:00,NED,NANDED,06:30:00,False,345.0,5.75,True,Valid (Same Day),236.0,Long,Duration
17620,NED,NANDED,11:50:00,AWB,AURANGABAD,17:20:00,False,330.0,5.5,True,Valid (Same Day),236.0,Long,Duration
17621,AWB,AURANGABAD,20:50:00,RU,RENIGUNTA JN,20:05:00,True,1395.0,23.25,True,Valid (Midnight Rollover +1 Day),1148.0,Long,Duration
17622,RU,RENIGUNTA JN,21:45:00,AWB,AURANGABAD,22:45:00,False,60.0,1.0,True,Valid (Same Day),1148.0,Short,Duration
17623,NED,NANDED,09:00:00,BKN,BIKANER JN.,19:30:00,False,630.0,10.5,True,Valid (Same Day),1675.0,Long,Duration
17624,BKN,BIKANER JN.,15:40:00,NED,NANDED,02:45:00,True,665.0,11.08,True,Valid (Midnight Rollover +1 Day),1677.0,Long,Duration
17625,KCG,KACHEGUDA,22:10:00,RAL,REPALLE,06:10:00,True,480.0,8.0,True,Valid (Midnight Rollover +1 Day),347.0,Long,Duration
17626,RAL,REPALLE,22:30:00,SC,SECUNDERABAD,07:55:00,True,565.0,9.42,True,Valid (Midnight Rollover +1 Day),341.0,Long,Duration
17639,KCG,KACHEGUDA,07:10:00,AK,AKOLA JN.,18:30:00,False,680.0,11.33,True,Valid (Same Day),513.0,Long,Duration
17640,AK,AKOLA JN.,09:30:00,KCG,KACHEGUDA,20:15:00,False,645.0,10.75,True,Valid (Same Day),513.0,Long,Duration
17641,KCG,KACHEGUDA,07:10:00,NRKR,NARKHER,23:10:00,False,960.0,16.0,True,Valid (Same Day),730.0,Long,Duration
17642,NRKR,NARKHER,04:30:00,KCG,KACHEGUDA,20:15:00,False,945.0,15.75,True,Valid (Same Day),730.0,Long,Duration
17643,CGL,CHENGALPATTU,16:00:00,COA,KAKINADA POR,10:10:00,True,1090.0,18.17,True,Valid (Midnight Rollover +1 Day),759.0,Long,Duration
17644,COA,KAKINADA POR,14:30:00,CGL,CHENGALPATTU,08:20:00,True,1070.0,17.83,True,Valid (Midnight Rollover +1 Day),760.0,Long,Duration
17651,CGL,CHENGALPATTU,15:35:00,KCG,KACHEGUDA,07:55:00,True,980.0,16.33,True,Valid (Midnight Rollover +1 Day),825.0,Long,Duration
17652,KCG,KACHEGUDA,16:30:00,CGL,CHENGALPATTU,09:00:00,True,990.0,16.5,True,Valid (Midnight Rollover +1 Day),824.0,Long,Duration
17687,MMR,MANMAD JN.,15:00:00,DAB,DHARMABAD,00:05:00,True,545.0,9.08,True,Valid (Midnight Rollover +1 Day),416.0,Long,Duration
17688,DAB,DHARMABAD,04:00:00,MMR,MANMAD JN.,13:20:00,False,560.0,9.33,True,Valid (Same Day),419.0,Long,Duration
18005,HWH,HOWRAH JN.,21:30:00,JDB,JAGADALPUR,22:45:00,False,75.0,1.25,True,Valid (Same Day),1163.0,Short,Duration
18006,JDB,JAGADALPUR,04:15:00,HWH,HOWRAH JN.,06:15:00,False,120.0,2.0,True,Valid (Same Day),1164.0,Medium,Duration
18007,SHM,SHALIMAR,17:35:00,VZR,BHANJPUR,22:55:00,False,320.0,5.33,True,Valid (Same Day),260.0,Long,Duration
18008,VZR,BHANJPUR,06:15:00,SHM,SHALIMAR,12:35:00,False,380.0,6.33,True,Valid (Same Day),259.0,Long,Duration
18009,SRC,SANTRAGACHI,13:00:00,AII,AJMER JN.,05:30:00,True,990.0,16.5,True,Valid (Midnight Rollover +1 Day),2000.0,Long,Duration
18010,AII,AJMER JN.,19:25:00,SRC,SANTRAGACHI,13:55:00,True,1110.0,18.5,True,Valid (Midnight Rollover +1 Day),2002.0,Long,Duration
18029,LTT,LOKMANYA TIL,22:00:00,SHM,SHALIMAR,12:20:00,True,860.0,14.33,True,Valid (Midnight Rollover +1 Day),1957.0,Long,Duration
18030,SHM,SHALIMAR,15:00:00,LTT,LOKMANYA TIL,04:50:00,True,830.0,13.83,True,Valid (Midnight Rollover +1 Day),1955.0,Long,Duration
18047,HWH,HOWRAH JN.,23:30:00,VSG,VASCO-DA-GAM,15:05:00,True,935.0,15.58,True,Valid (Midnight Rollover +1 Day),2128.0,Long,Duration
18048,VSG,VASCO-DA-GAM,07:10:00,HWH,HOWRAH JN.,22:40:00,False,930.0,15.5,True,Valid (Same Day),2125.0,Long,Duration
18101,TATA,TATANAGAR JN,14:50:00,JAT,JAMMU TAWI,14:10:00,True,1400.0,23.33,True,Valid (Midnight Rollover +1 Day),2017.0,Long,Duration
18102,JAT,JAMMU TAWI,14:20:00,TATA,TATANAGAR JN,10:20:00,True,1200.0,20.0,True,Valid (Midnight Rollover +1 Day),2017.0,Long,Duration
18103,TATA,TATANAGAR JN,21:15:00,ASR,AMRITSAR JN.,06:30:00,True,555.0,9.25,True,Valid (Midnight Rollover +1 Day),1746.0,Long,Duration
18104,ASR,AMRITSAR JN.,12:35:00,TATA,TATANAGAR JN,21:45:00,False,550.0,9.17,True,Valid (Same Day),1747.0,Long,Duration
18107,ROU,ROURKELA,18:10:00,KRPU,KORAPUT JN.,07:55:00,True,825.0,13.75,True,Valid (Midnight Rollover +1 Day),644.0,Long,Duration
18108,KRPU,KORAPUT JN.,16:45:00,ROU,ROURKELA,06:15:00,True,810.0,13.5,True,Valid (Midnight Rollover +1 Day),644.0,Long,Duration
18111,TATA,TATANAGAR JN,18:35:00,YPR,YESVANTPUR J,18:05:00,True,1410.0,23.5,True,Valid (Midnight Rollover +1 Day),2434.0,Long,Duration
18112,YPR,YESVANTPUR J,10:30:00,TATA,TATANAGAR JN,12:15:00,False,105.0,1.75,True,Valid (Same Day),2421.0,Medium,Duration
18117,ROU,ROURKELA,21:20:00,GNPR,GUNUPUR,14:15:00,True,1015.0,16.92,True,Valid (Midnight Rollover +1 Day),796.0,Long,Duration
18118,GNPR,GUNUPUR,14:30:00,ROU,ROURKELA,08:00:00,True,1050.0,17.5,True,Valid (Midnight Rollover +1 Day),796.0,Long,Duration
18181,TATA,TATANAGAR JN,21:35:00,CPR,CHHAPRA JN.,16:25:00,True,1130.0,18.83,True,Valid (Midnight Rollover +1 Day),629.0,Long,Duration
18182,CPR,CHHAPRA JN.,12:35:00,TATA,TATANAGAR JN,06:35:00,True,1080.0,18.0,True,Valid (Midnight Rollover +1 Day),629.0,Long,Duration
18183,TATA,TATANAGAR JN,08:15:00,DNR,DANAPUR,19:45:00,False,690.0,11.5,True,Valid (Same Day),507.0,Long,Duration
18184,DNR,DANAPUR,05:45:00,TATA,TATANAGAR JN,17:20:00,False,695.0,11.58,True,Valid (Same Day),507.0,Long,Duration
18189,TATA,TATANAGAR JN,15:30:00,ROU,ROURKELA,18:20:00,False,170.0,2.83,True,Valid (Same Day),159.0,Medium,Duration
18190,ROU,ROURKELA,06:10:00,TATA,TATANAGAR JN,09:10:00,False,180.0,3.0,True,Valid (Same Day),159.0,Medium,Duration
18191,CPR,CHHAPRA JN.,18:00:00,FBD,FARRUKHABAD,12:20:00,True,1100.0,18.33,True,Valid (Midnight Rollover +1 Day),685.0,Long,Duration
18192,FBD,FARRUKHABAD,13:35:00,CPR,CHHAPRA JN.,08:40:00,True,1145.0,19.08,True,Valid (Midnight Rollover +1 Day),687.0,Long,Duration
18201,DURG,DURG,19:40:00,NTV,NAUTANWA,22:35:00,False,175.0,2.92,True,Valid (Same Day),1207.0,Medium,Duration
18202,NTV,NAUTANWA,11:15:00,DURG,DURG,14:20:00,False,185.0,3.08,True,Valid (Same Day),1212.0,Medium,Duration
18203,DURG,DURG,19:40:00,CNB,KANPUR CENTR,13:20:00,True,1060.0,17.67,True,Valid (Midnight Rollover +1 Day),879.0,Long,Duration
18204,CNB,KANPUR CENTR,18:20:00,DURG,DURG,13:10:00,True,1130.0,18.83,True,Valid (Midnight Rollover +1 Day),883.0,Long,Duration
18205,DURG,DURG,19:40:00,NTV,NAUTANWA,22:35:00,False,175.0,2.92,True,Valid (Same Day),1153.0,Medium,Duration
18206,NTV,NAUTANWA,07:50:00,DURG,DURG,13:10:00,False,320.0,5.33,True,Valid (Same Day),1161.0,Long,Duration
18207,DURG,DURG,16:00:00,AII,AJMER JN.,17:50:00,False,110.0,1.83,True,Valid (Same Day),1396.0,Medium,Duration
18208,AII,AJMER JN.,19:30:00,DURG,DURG,22:15:00,False,165.0,2.75,True,Valid (Same Day),1404.0,Medium,Duration
18211,DURG,DURG,13:00:00,JDB,JAGADALPUR,03:30:00,True,870.0,14.5,True,Valid (Midnight Rollover +1 Day),660.0,Long,Duration
18212,JDB,JAGADALPUR,12:35:00,DURG,DURG,05:25:00,True,1010.0,16.83,True,Valid (Midnight Rollover +1 Day),665.0,Long,Duration
18213,DURG,DURG,16:00:00,JP,JAIPUR JN.,15:20:00,True,1400.0,23.33,True,Valid (Midnight Rollover +1 Day),1250.0,Long,Duration
18214,JP,JAIPUR JN.,21:40:00,DURG,DURG,22:15:00,False,35.0,0.58,True,Valid (Same Day),1258.0,Short,Duration
18215,DURG,DURG,09:00:00,JAT,JAMMU TAWI,21:35:00,False,755.0,12.58,True,Valid (Same Day),1906.0,Long,Duration
18216,JAT,JAMMU TAWI,05:00:00,DURG,DURG,19:10:00,False,850.0,14.17,True,Valid (Same Day),1916.0,Long,Duration
18233,INDB,INDORE BG,17:15:00,BSP,BILASPUR JN.,17:15:00,,,,False,Flagged (Unresolvable: Start Time equals End Time),1008.0,Long,Distance Fallback
18234,BSP,BILASPUR JN.,10:40:00,INDB,INDORE BG,10:50:00,False,10.0,0.17,True,Valid (Same Day),1009.0,Short,Duration
18235,BPL,BHOPAL,08:00:00,BSP,BILASPUR JN.,03:50:00,True,1190.0,19.83,True,Valid (Midnight Rollover +1 Day),720.0,Long,Duration
18236,BSP,BILASPUR JN.,20:35:00,BPL,BHOPAL,18:15:00,True,1300.0,21.67,True,Valid (Midnight Rollover +1 Day),721.0,Long,Duration
18237,BSP,BILASPUR JN.,14:15:00,ASR,AMRITSAR JN.,08:10:00,True,1075.0,17.92,True,Valid (Midnight Rollover +1 Day),1998.0,Long,Duration
18238,ASR,AMRITSAR JN.,16:10:00,BSP,BILASPUR JN.,12:15:00,True,1205.0,20.08,True,Valid (Midnight Rollover +1 Day),1990.0,Long,Duration
18239,GAD,GEVRA-ROAD,17:55:00,NGP,NAGPUR JN.(C,05:30:00,True,695.0,11.58,True,Valid (Midnight Rollover +1 Day),520.0,Long,Duration
18240,NGP,NAGPUR JN.(C,23:35:00,BSP,BILASPUR JN.,07:00:00,True,445.0,7.42,True,Valid (Midnight Rollover +1 Day),406.0,Long,Duration
18241,DURG,DURG,20:50:00,ABKP,AMBIKAPUR,08:00:00,True,670.0,11.17,True,Valid (Midnight Rollover +1 Day),463.0,Long,Duration
18242,ABKP,AMBIKAPUR,21:30:00,DURG,DURG,09:10:00,True,700.0,11.67,True,Valid (Midnight Rollover +1 Day),471.0,Long,Duration
18243,BSP,BILASPUR JN.,18:20:00,BGKT,BHAGAT-KI-KO,05:00:00,True,640.0,10.67,True,Valid (Midnight Rollover +1 Day),1818.0,Long,Duration
18244,BGKT,BHAGAT-KI-KO,01:35:00,BSP,BILASPUR JN.,12:45:00,False,670.0,11.17,True,Valid (Same Day),1808.0,Long,Duration
18245,BSP,BILASPUR JN.,18:20:00,BKN,BIKANER JN.,05:45:00,True,685.0,11.42,True,Valid (Midnight Rollover +1 Day),1884.0,Long,Duration
18246,BKN,BIKANER JN.,23:55:00,BSP,BILASPUR JN.,12:45:00,True,770.0,12.83,True,Valid (Midnight Rollover +1 Day),1874.0,Long,Duration
18247,BSP,BILASPUR JN.,18:40:00,REWA,REWA,05:55:00,True,675.0,11.25,True,Valid (Midnight Rollover +1 Day),468.0,Long,Duration
18248,REWA,REWA,22:05:00,BSP,BILASPUR JN.,09:45:00,True,700.0,11.67,True,Valid (Midnight Rollover +1 Day),465.0,Long,Duration
18301,SBP,SAMBALPUR JN,06:05:00,RGDA,RAYAGADA JN.,12:40:00,False,395.0,6.58,True,Valid (Same Day),321.0,Long,Duration
18302,RGDA,RAYAGADA JN.,14:15:00,SBP,SAMBALPUR JN,20:20:00,False,365.0,6.08,True,Valid (Same Day),321.0,Long,Duration
18303,SBP,SAMBALPUR JN,06:00:00,PURI,PURI,12:35:00,False,395.0,6.58,True,Valid (Same Day),340.0,Long,Duration
18304,PURI,PURI,15:45:00,SBP,SAMBALPUR JN,22:30:00,False,405.0,6.75,True,Valid (Same Day),340.0,Long,Duration
18309,SBP,SAMBALPUR JN,07:55:00,MURI,MURI,16:55:00,False,540.0,9.0,True,Valid (Same Day),378.0,Long,Duration
18310,MURI,MURI,08:10:00,SBP,SAMBALPUR JN,17:45:00,False,575.0,9.58,True,Valid (Same Day),381.0,Long,Duration
18311,SBP,SAMBALPUR JN,13:10:00,BSB,VARANASI JN.,08:55:00,True,1185.0,19.75,True,Valid (Midnight Rollover +1 Day),890.0,Long,Duration
18312,BSB,VARANASI JN.,15:35:00,SBP,SAMBALPUR JN,10:50:00,True,1155.0,19.25,True,Valid (Midnight Rollover +1 Day),893.0,Long,Duration
18401,PURI,PURI,09:25:00,OKHA,OKHA,13:50:00,False,265.0,4.42,True,Valid (Same Day),2779.0,Long,Duration
18402,OKHA,OKHA,08:30:00,PURI,PURI,10:20:00,False,110.0,1.83,True,Valid (Same Day),2775.0,Medium,Duration
18403,CKP,CHAKARADHARP,06:20:00,BBN,BARBIL,08:55:00,False,155.0,2.58,True,Valid (Same Day),126.0,Medium,Duration
18404,BBN,BARBIL,17:15:00,CKP,CHAKARADHARP,20:10:00,False,175.0,2.92,True,Valid (Same Day),126.0,Medium,Duration
18405,PURI,PURI,18:20:00,ADI,AHMEDABAD,07:25:00,True,785.0,13.08,True,Valid (Midnight Rollover +1 Day),2013.0,Long,Duration
18406,ADI,AHMEDABAD,18:40:00,PURI,PURI,08:10:00,True,810.0,13.5,True,Valid (Midnight Rollover +1 Day),2005.0,Long,Duration
18407,PURI,PURI,22:45:00,SNSI,SAI NAGAR SH,07:30:00,True,525.0,8.75,True,Valid (Midnight Rollover +1 Day),1697.0,Long,Duration
18408,SNSI,SAI NAGAR SH,13:55:00,PURI,PURI,21:30:00,False,455.0,7.58,True,Valid (Same Day),1691.0,Long,Duration
18409,HWH,HOWRAH JN.,19:00:00,PURI,PURI,04:35:00,True,575.0,9.58,True,Valid (Midnight Rollover +1 Day),504.0,Long,Duration
18410,PURI,PURI,22:30:00,HWH,HOWRAH JN.,08:10:00,True,580.0,9.67,True,Valid (Midnight Rollover +1 Day),503.0,Long,Duration
18413,PRDP,PARADEEP,18:00:00,PURI,PURI,22:30:00,False,270.0,4.5,True,Valid (Same Day),172.0,Long,Duration
18414,PURI,PURI,06:00:00,PRDP,PARADEEP,09:45:00,False,225.0,3.75,True,Valid (Same Day),172.0,Medium,Duration
18415,BBN,BARBIL,09:25:00,PURI,PURI,20:10:00,False,645.0,10.75,True,Valid (Same Day),396.0,Long,Duration
18416,PURI,PURI,06:00:00,BBN,BARBIL,16:25:00,False,625.0,10.42,True,Valid (Same Day),396.0,Long,Duration
18419,PURI,PURI,14:25:00,JYG,JAYNAGAR,13:35:00,True,1390.0,23.17,True,Valid (Midnight Rollover +1 Day),998.0,Long,Duration
18420,JYG,JAYNAGAR,05:00:00,PURI,PURI,03:10:00,True,1330.0,22.17,True,Valid (Midnight Rollover +1 Day),998.0,Long,Duration
18421,PURI,PURI,22:45:00,AII,AJMER JN.,21:10:00,True,1345.0,22.42,True,Valid (Midnight Rollover +1 Day),2483.0,Long,Duration
18422,AII,AJMER JN.,17:10:00,PURI,PURI,18:15:00,False,65.0,1.08,True,Valid (Same Day),2479.0,Short,Duration
18425,PURI,PURI,18:45:00,DURG,DURG,11:55:00,True,1030.0,17.17,True,Valid (Midnight Rollover +1 Day),810.0,Long,Duration
18426,DURG,DURG,16:10:00,PURI,PURI,09:10:00,True,1020.0,17.0,True,Valid (Midnight Rollover +1 Day),803.0,Long,Duration
18437,RGDA,RAYAGADA JN.,05:25:00,JNRD,JUNAGARH ROA,08:45:00,False,200.0,3.33,True,Valid (Same Day),146.0,Medium,Duration
18438,JNRD,JUNAGARH ROA,18:15:00,RGDA,RAYAGADA JN.,21:45:00,False,210.0,3.5,True,Valid (Same Day),146.0,Medium,Duration
18447,BBS,BHUBANESWAR,19:35:00,JDB,JAGADALPUR,13:15:00,True,1060.0,17.67,True,Valid (Midnight Rollover +1 Day),784.0,Long,Duration
18448,JDB,JAGADALPUR,14:30:00,BBS,BHUBANESWAR,08:30:00,True,1080.0,18.0,True,Valid (Midnight Rollover +1 Day),784.0,Long,Duration
18449,PURI,PURI,14:25:00,PNBE,PATNA JN.,10:00:00,True,1175.0,19.58,True,Valid (Midnight Rollover +1 Day),926.0,Long,Duration
18450,PNBE,PATNA JN.,08:55:00,PURI,PURI,03:10:00,True,1095.0,18.25,True,Valid (Midnight Rollover +1 Day),926.0,Long,Duration
18451,HTE,HATIA,15:55:00,PURI,PURI,07:15:00,True,920.0,15.33,True,Valid (Midnight Rollover +1 Day),686.0,Long,Duration
18452,PURI,PURI,20:00:00,HTE,HATIA,11:05:00,True,905.0,15.08,True,Valid (Midnight Rollover +1 Day),686.0,Long,Duration
18463,BBS,BHUBANESWAR,05:30:00,SBC,KRANTIVIRA S,12:05:00,False,395.0,6.58,True,Valid (Same Day),1546.0,Long,Duration
