Category,Train_No,Stop_Count,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name
MINIMUM_STOPS,98360,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98361,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98362,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98363,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98364,2,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL
MINIMUM_STOPS,98365,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98366,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98367,2,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98368,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98369,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98370,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98371,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98372,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98373,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98374,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98375,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98376,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98377,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
MINIMUM_STOPS,98378,2,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI
MINIMUM_STOPS,98379,2,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.
